


.DATE		Jul. 93
.STYLE		PRINTED
.WRITER_ID	ktum
	28 1
	30 4
	33 5
	36 7
	40 11
	42 14
	43 18
	45 21
	46 25
	48 29
	49 32
	49 35
	50 38
	49 35
	47 31
	45 28
	44 25
	44 21
	44 17
	44 14
	46 11
	49 9
	52 9
	55 8
	56 11
	56 12
.PEN_UP
.PEN_DOWN
	60 63
	58 66
	56 69
	57 66
	60 63
	60 62
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	25 16
	29 16
	32 17
	35 19
	39 22
	42 24
	45 27
	48 31
	50 34
	52 38
	52 43
	55 45
	56 49
	58 52
	58 56
	58 60
	58 63
	58 66
	59 69
	60 72
	57 72
	54 70
	53 67
	52 64
	51 61
	50 57
	49 53
	48 50
	48 47
	46 44
	45 39
	44 36
	42 31
	41 27
	38 23
	36 19
	35 16
	34 13
	33 10
	33 6
	33 3
	32 0
	35 3
	38 6
	41 10
	44 14
	47 15
	50 18
	51 21
	54 22
	56 25
	60 27
	63 29
	66 29
	65 26
	65 23
	64 20
	62 17
	58 16
	55 16
	51 16
	48 16
	51 15
	54 14
	56 11
	58 8
	61 6
	64 5
	67 4
	70 3
	73 3
	76 2
	78 0
.PEN_UP
.PEN_DOWN
	24 6
	27 7
	31 10
	34 12
	37 14
	38 17
	43 22
	45 25
	46 29
	47 32
	49 36
	51 39
	52 43
	53 47
	56 50
	58 54
	59 57
	60 60
	62 64
	63 67
	63 70
	60 72
	57 71
	53 68
	51 64
	50 61
	48 57
	47 54
	46 50
	44 47
	41 41
	39 38
	38 35
	37 31
	36 27
	36 24
	36 20
	36 17
	35 13
	35 10
	35 7
	35 4
	37 1
	40 0
	43 1
	46 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	26 20
	29 21
	32 24
	36 26
	38 29
	42 32
	44 35
	47 37
	50 38
	53 39
	55 36
	55 33
	53 27
	51 23
	49 19
	48 16
	45 14
	42 10
	42 7
	39 5
	38 2
	41 3
	44 5
	45 8
	48 9
	50 12
	51 15
	53 18
	55 21
	58 23
	60 26
	63 29
	66 30
	69 33
	72 33
	72 30
	70 27
	68 24
	67 20
	65 17
	65 13
	64 10
	63 7
	63 4
	64 1
	67 1
	70 0
	73 0
	77 1
	81 2
	83 6
	84 6
.PEN_UP
.PEN_DOWN
	63 34
	64 37
	60 40
	57 41
	54 41
	51 41
	48 40
	45 37
	42 33
	41 30
	40 27
	38 23
	38 20
	37 15
	36 12
	36 9
	35 6
	36 3
	39 1
	42 0
	45 0
	48 0
	51 1
	54 4
	59 6
	62 9
	65 10
	68 14
	71 16
	72 19
	72 22
	72 25
	72 28
	70 32
	69 35
	66 35
	62 34
	59 31
	57 28
	57 25
	57 22
	57 19
	57 16
	59 13
	63 12
	67 12
	71 12
	75 12
	78 12
	81 12
	84 13
	85 13
.PEN_UP
.PEN_DOWN
	27 46
	30 47
	33 48
	36 51
	39 52
	42 53
	45 56
	49 60
	51 64
	53 67
	56 70
	57 73
	60 75
	58 72
	56 68
	54 64
	52 61
	51 58
	49 55
	47 51
	44 46
	42 43
	39 36
	37 33
	35 29
	33 26
	31 22
	29 18
	25 13
	23 9
	22 6
	20 3
	20 0
	22 4
	23 7
	25 10
	29 12
	31 16
	34 21
	37 26
	40 30
	43 33
	46 37
	48 40
	49 43
	52 47
	55 52
	58 55
	62 58
	64 61
	67 63
	70 65
	73 66
	76 66
	79 65
	79 62
	79 59
	77 55
	75 52
	72 50
	69 48
	66 48
	61 48
	58 47
	55 47
	58 45
	59 42
	62 39
	64 36
	67 35
	70 35
	71 34
.PEN_UP
.PEN_DOWN
	50 68
	51 71
	48 73
	45 74
	41 74
	38 73
	34 72
	31 71
	29 68
	27 65
	26 62
	25 56
	25 53
	24 50
	24 46
	24 42
	24 39
	25 36
	26 33
	29 31
	33 31
	36 33
	39 35
	43 38
	43 41
	46 44
	47 48
	49 51
	51 54
	52 57
	53 60
	54 63
	55 66
	56 69
	56 72
	57 75
	57 71
	55 66
	53 63
	53 60
	52 56
	51 53
	50 50
	48 46
	48 43
	45 39
	44 34
	41 31
	41 27
	40 24
	40 21
	40 16
	40 12
	40 8
	41 5
	42 2
	45 0
	48 1
	51 0
	54 2
	55 6
	56 10
	57 13
	57 16
	57 19
	56 22
	52 25
	50 28
	52 31
	55 34
	58 36
	61 38
	66 40
	70 41
	74 41
	77 42
	81 43
	84 43
	88 43
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	23 7
	26 9
	29 10
	32 11
	36 13
	39 13
	43 15
	44 18
	47 20
	48 23
	50 26
	52 30
	52 34
	55 35
	57 39
	60 42
	64 46
	67 48
	70 51
	72 54
	74 51
	74 48
	74 45
	73 42
	73 39
	72 36
	72 33
	72 30
	72 26
	72 23
	72 20
	70 17
	67 14
	66 11
	63 9
	61 6
	58 4
	55 2
	52 1
	49 0
	46 2
	46 5
	46 8
	49 9
	52 7
	55 6
	58 5
	61 5
	64 5
	67 5
	71 5
	74 5
	77 6
	81 7
	85 9
	88 12
	91 13
.PEN_UP
.PEN_DOWN
	19 0
	22 0
	26 2
	29 4
	32 6
	35 9
	38 11
	40 15
	42 19
	43 23
	45 28
	46 31
	47 34
	47 37
	47 40
	47 43
	49 46
	51 49
	54 51
	57 53
	54 52
	52 49
	50 44
	47 42
	46 38
	46 35
	45 32
	45 28
	44 25
	44 22
	44 19
	44 15
	44 12
	44 9
	46 6
	49 6
	52 6
	56 6
	59 6
	60 7
.PEN_UP
.PEN_DOWN
	25 34
	28 34
	31 34
	35 33
	38 33
	43 33
	47 33
	50 33
	53 33
	56 33
	58 33
.PEN_UP
.PEN_DOWN
	23 20
	25 23
	27 26
	30 27
	32 30
	35 32
	38 34
	42 36
	46 39
	49 42
	52 43
	51 40
	51 36
	50 33
	49 30
	47 27
	45 24
	42 21
	41 18
	39 15
	37 11
	36 7
	39 5
	42 7
	45 9
	48 12
	51 15
	54 18
	56 21
	58 24
	61 28
	64 31
	66 34
	68 37
	70 40
	73 42
	71 39
	68 37
	66 33
	64 29
	61 26
	60 23
	57 20
	56 17
	55 14
	54 11
	54 8
	53 5
	53 2
	56 1
	59 0
	62 0
	65 1
	68 1
	71 2
	72 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 30
	30 33
	33 35
	37 37
	40 38
	43 39
	46 39
	51 39
	54 38
	55 35
	55 32
	53 29
	53 25
	52 21
	52 18
	52 15
	52 12
	53 9
	54 6
	58 4
	61 4
	65 5
	69 7
	73 9
	73 10
.PEN_UP
.PEN_DOWN
	79 36
	76 38
	73 36
	70 34
	66 32
	61 29
	56 25
	52 22
	49 20
	44 16
	41 16
	38 14
	34 12
	31 10
	28 9
	25 8
	23 5
	22 2
	22 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 53
	31 55
	34 56
	38 59
	41 60
	44 62
	48 63
	51 65
	51 62
	50 59
	49 55
	47 51
	45 46
	42 43
	39 39
	37 36
	36 33
	33 32
	29 30
	26 31
	23 33
	23 36
	26 38
	27 41
	30 42
	31 45
	34 46
	37 48
	40 49
	43 49
	46 49
	49 48
	51 45
	51 42
	51 39
	51 36
	49 31
	47 27
	45 23
	43 20
	43 17
	41 13
	39 10
	39 7
	36 5
	33 3
	30 2
	27 0
	24 0
	21 2
	21 5
	21 9
	23 12
	24 15
	26 18
	30 21
	33 22
	37 25
	41 26
	45 29
	48 30
	51 33
	55 34
	59 37
	62 39
	65 41
	68 42
	71 44
	74 47
	77 48
	81 48
.PEN_UP
.PEN_DOWN
	54 28
	55 31
	55 34
	52 36
	48 36
	45 36
	40 34
	37 31
	34 28
	32 25
	29 22
	29 19
	26 15
	26 11
	25 7
	25 4
	24 1
	28 1
	31 3
	34 6
	38 7
	40 10
	44 13
	47 16
	50 19
	51 22
	54 25
	54 28
	56 31
	56 28
	54 25
	53 22
	52 19
	50 15
	48 10
	48 7
	48 4
	48 1
	52 0
	55 0
	58 0
	61 0
	64 0
	67 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	56 23
	56 26
	56 29
	52 33
	48 34
	44 34
	41 32
	38 29
	36 25
	34 22
	33 19
	32 16
	31 13
	31 10
	31 6
	31 3
	32 0
	35 0
	38 2
	41 3
	43 6
	46 7
	47 10
	50 11
	52 14
	53 17
	55 21
	56 25
	59 28
	61 33
	64 38
	66 41
	67 44
	69 47
	71 50
	72 53
	74 56
	76 60
	77 63
	80 66
	81 69
	79 66
	77 62
	74 58
	71 53
	69 49
	68 46
	66 42
	65 39
	64 35
	63 32
	63 28
	62 24
	61 21
	61 18
	60 15
	60 12
	60 9
	64 8
	68 8
	71 8
	74 8
	77 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	26 41
	29 43
	32 44
	35 46
	38 49
	42 53
	44 57
	46 61
	47 64
	48 68
	49 72
	50 75
	50 78
	50 82
	50 85
	50 88
	50 91
	52 95
	52 98
	52 101
	49 103
	46 103
	44 100
	42 97
	41 94
	38 91
	36 87
	34 82
	33 79
	31 74
	30 70
	29 66
	29 61
	28 58
	28 54
	27 51
	26 48
	25 45
	24 41
	23 38
	23 35
	22 29
	22 26
	21 22
	19 18
	19 15
	18 10
	18 7
	18 4
	21 2
	24 2
	27 1
	30 0
	34 2
	37 5
	39 8
	41 11
	41 14
	41 17
	40 21
	37 24
	36 27
	32 29
	29 30
	29 33
	31 36
	32 39
	33 42
	36 43
	40 43
	43 43
	47 43
	52 43
	56 44
	60 45
	63 46
	66 48
	69 49
	72 50
	73 50
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 11
	22 13
	25 14
	28 17
	30 20
	35 25
	38 28
	40 32
	42 36
	44 40
	44 43
	47 48
	49 52
	49 55
	50 59
	50 62
	50 65
	50 68
	50 71
	47 70
	44 66
	42 63
	40 58
	37 55
	35 50
	33 45
	32 41
	30 38
	30 35
	30 31
	29 28
	29 24
	29 19
	29 16
	28 12
	27 9
	25 6
	25 3
	24 0
	27 0
	29 3
	32 6
	35 10
	39 13
	42 16
	45 19
	48 23
	51 24
	55 25
	58 25
	59 22
	58 19
	56 16
	54 12
	53 9
	57 8
	60 7
	63 7
	66 7
	70 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	17 52
	18 56
	22 58
	25 59
	28 60
	31 61
	34 63
	39 67
	42 69
	45 71
	48 74
	50 77
	51 74
	48 70
	46 67
	45 63
	43 60
	42 57
	41 54
	39 50
	37 46
	36 42
	33 38
	31 33
	29 30
	28 26
	25 24
	23 21
	20 17
	18 14
	16 11
	15 7
	15 4
	14 1
	11 0
	10 3
	10 6
	10 9
	11 12
	13 15
	15 18
	17 22
	19 25
	21 29
	24 31
	27 33
	30 35
	34 36
	37 38
	41 38
	44 40
	47 40
	50 40
	53 42
.PEN_UP
.PEN_DOWN
	56 97
	55 100
	58 100
	60 97
	59 94
	59 93
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	25 0
	28 1
	31 2
	34 4
	39 7
	42 9
	45 13
	48 15
	48 18
	51 23
	53 28
	56 32
	58 36
	59 40
	60 43
	61 46
	61 52
	63 56
	64 59
	65 62
	65 65
	62 66
	59 65
	55 64
	53 60
	51 56
	50 53
	49 49
	47 46
	47 42
	46 39
	46 35
	44 32
	44 29
	43 26
	41 23
	41 20
	39 17
	38 13
	38 9
	38 6
	40 3
	43 2
	46 2
	49 2
	52 3
.PEN_UP
.PEN_DOWN
	22 26
	22 29
	22 32
	26 34
	30 37
	33 38
	36 39
	39 40
	43 42
	46 42
	49 43
	49 40
	47 36
	45 32
	42 29
	39 25
	37 21
	33 18
	32 15
	31 12
	30 9
	33 9
	36 13
	39 15
	42 19
	45 23
	48 26
	51 30
	54 33
	57 34
	60 32
	60 28
	59 25
	55 20
	54 17
	52 13
	50 10
	49 7
	48 4
	51 5
	53 8
	54 11
	59 15
	61 18
	63 21
	67 24
	69 28
	73 31
	76 33
	77 29
	74 24
	74 21
	71 18
	71 14
	71 11
	70 7
	70 3
	73 0
	76 0
	80 2
	81 3
.PEN_UP
.PEN_DOWN
	24 19
	26 22
	29 25
	31 28
	34 30
	37 32
	40 35
	42 32
	42 29
	42 25
	41 22
	40 18
	38 15
	37 12
	35 8
	34 5
	33 2
	36 4
	38 7
	41 10
	43 13
	44 16
	45 19
	49 23
	51 27
	53 30
	57 33
	59 36
	60 33
	59 30
	57 27
	56 24
	56 20
	55 16
	55 11
	55 8
	55 4
	58 2
	61 0
	64 0
	68 1
	71 1
	74 2
	75 2
.PEN_UP
.PEN_DOWN
	53 29
	53 32
	53 35
	50 37
	47 35
	44 32
	41 28
	39 24
	37 20
	36 16
	35 12
	34 9
	36 5
	39 3
	42 1
	47 0
	51 0
	54 1
	59 3
	59 6
	62 9
	63 13
	65 16
	67 21
	67 24
	68 27
	68 30
	67 34
	65 37
	62 38
	59 38
	56 37
	54 34
	54 31
	53 28
	53 24
	53 20
	56 16
	60 14
	63 14
	67 15
	70 15
	73 16
	76 17
	77 17
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	62 84
	62 87
	64 90
	67 93
	67 96
	64 96
	59 94
	56 92
	53 89
	49 87
	46 83
	43 78
	41 74
	40 71
	40 67
	40 64
	40 61
	43 61
	46 63
	51 66
	54 69
	59 75
	62 77
	64 80
	66 83
	67 80
	65 77
	63 74
	60 70
	57 66
	54 62
	52 58
	49 53
	47 48
	47 44
	46 40
	46 35
	46 32
	46 29
	45 26
	44 23
	42 19
	40 15
	40 11
	39 8
	39 2
	43 0
	46 0
	49 3
	51 6
	57 13
	59 16
	61 19
	62 22
	62 25
	62 28
	58 32
	52 33
	49 33
	46 34
	43 34
	47 33
	50 33
	53 34
	57 34
	60 34
	64 34
	67 35
	74 35
	79 37
	82 38
	87 39
.PEN_UP
.PEN_DOWN
	33 16
	32 19
	36 22
	40 25
	45 27
	48 28
	51 31
	54 34
	57 37
	60 39
	63 42
	66 45
	69 49
	72 51
	75 53
	75 50
	72 47
	70 43
	69 39
	66 35
	64 31
	63 27
	60 24
	58 20
	55 18
	53 15
	50 12
	45 9
	41 8
	38 8
	37 11
	38 14
	39 17
	42 19
	45 18
	48 16
	50 12
	54 10
	58 7
	63 4
	67 2
	70 1
	74 0
	77 0
	80 1
	81 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	16 24
	17 27
	20 29
	23 30
	26 32
	30 33
	33 35
	36 36
	39 37
	39 34
	38 30
	37 27
	36 24
	32 19
	30 16
	28 13
	26 9
	25 6
	25 3
	26 0
	29 0
	32 1
	35 1
	38 3
	41 6
	43 9
	46 12
	48 16
	49 19
	51 23
	53 26
	55 29
	56 33
	59 35
	59 32
	56 30
	55 27
	53 24
	50 20
	47 16
	46 13
	46 10
	48 7
	49 4
	52 2
	55 3
	56 6
	60 7
	64 10
	67 13
	68 16
	71 19
	68 18
	67 21
	68 24
	70 27
	73 30
	76 31
	79 30
	82 26
	84 23
	87 21
	91 20
	94 20
.PEN_UP
.PEN_DOWN
	31 27
	32 30
	35 32
	38 33
	41 34
	44 35
	47 35
	50 35
	49 32
	48 29
	47 26
	47 22
	47 18
	47 15
	47 12
	48 9
	51 8
	54 8
	57 8
	60 8
	63 10
	66 12
	67 15
	67 16
.PEN_UP
.PEN_DOWN
	64 36
	62 33
	58 29
	56 25
	53 23
	50 20
	47 18
	44 16
	41 15
	37 14
	33 12
	27 9
	23 8
	19 5
	17 2
	22 0
	27 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	27 63
	30 64
	33 67
	37 69
	41 70
	45 72
	49 75
	51 78
	52 75
	51 72
	49 69
	47 66
	46 63
	46 58
	45 55
	43 52
	42 49
	40 45
	39 42
	37 39
	34 38
	31 36
	30 39
	30 42
	30 45
	30 48
	33 50
	35 53
	39 54
	42 54
	45 54
	47 51
	47 48
	47 45
	47 42
	47 39
	46 35
	46 32
	45 28
	44 25
	43 22
	42 19
	40 16
	38 13
	36 10
	34 6
	31 4
	28 2
	25 0
	24 3
	25 6
	27 9
	29 12
	34 15
	38 18
	43 21
	46 23
	49 25
	54 29
	57 31
	60 33
	68 37
	71 39
	74 42
	77 43
	80 46
	83 47
	85 50
	90 51
	93 52
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	12 48
	15 49
	18 51
	21 53
	25 55
	27 58
	30 59
	33 61
	36 64
	39 66
	42 69
	44 72
	44 69
	41 66
	40 63
	39 60
	38 57
	36 54
	35 50
	33 45
	32 41
	29 37
	28 34
	27 30
	26 27
	24 23
	22 18
	20 14
	18 11
	16 7
	14 4
	12 0
	15 1
	17 4
	21 8
	23 12
	26 15
	29 19
	32 24
	35 29
	39 34
	40 37
	43 42
	47 46
	50 51
	53 54
	56 58
	61 61
	65 64
	68 65
	72 66
	75 66
	78 66
	80 63
	80 60
	78 56
	74 53
	71 51
	67 49
	64 46
	61 45
	57 42
	54 42
	51 42
	46 42
	49 42
	52 42
	55 39
	58 35
	61 32
	62 29
	63 26
	64 23
	64 20
	64 16
	62 12
	60 9
	57 6
	54 6
	50 6
	46 7
	43 7
	39 8
	36 9
	33 10
	32 13
	31 16
	33 19
	36 19
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	39 72
	42 72
	46 72
	49 73
	51 70
	51 67
	50 64
	50 61
	52 58
	55 57
	59 56
	62 56
	65 56
	68 57
	71 58
	72 61
	75 62
	75 65
	77 68
	79 71
	77 68
	76 65
	75 62
	74 59
	74 56
	74 53
	73 50
	72 46
	72 43
	71 39
	69 35
	69 31
	68 28
	68 25
	67 22
	67 19
	66 15
	65 12
	64 9
	61 7
	58 4
	54 2
	51 0
	48 2
	47 6
	47 9
	49 12
	52 14
	55 14
	52 15
	52 14
.PEN_UP
.PEN_DOWN
	60 36
	63 36
	66 36
	70 36
	73 37
	76 37
	79 37
	82 38
	81 38
.PEN_UP
.PEN_DOWN
	83 49
	81 45
	81 42
	81 38
	81 35
	81 32
	81 27
	84 26
	85 26
.PEN_UP
.PEN_DOWN
	59 98
	56 100
	53 100
	50 100
	46 98
	43 93
	42 89
	39 86
	37 83
	34 77
	33 73
	31 70
	31 67
	30 63
	30 59
	31 56
	32 53
	33 50
	36 49
	39 49
	42 50
	45 50
	48 51
	49 55
	52 60
	55 64
	58 68
	60 71
	63 73
	65 77
	65 80
	67 83
	68 86
	68 90
	67 93
	67 96
	65 93
	64 90
	64 85
	63 81
	63 78
	63 74
	63 70
	62 66
	62 61
	62 58
	60 54
	60 50
	59 46
	58 43
	58 39
	57 36
	57 33
	56 30
	55 27
	55 24
	54 21
	54 17
	53 14
	53 11
	52 8
	49 6
	49 3
	47 0
	46 3
	44 7
	43 10
	43 13
	43 16
	46 19
	49 21
	52 24
	55 26
	58 28
	62 29
	66 31
	69 32
	73 33
	79 35
	82 36
	85 36
	89 36
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 23
	31 26
	28 28
	27 32
	27 35
	27 38
	28 41
	28 44
	29 47
	30 50
	31 53
	33 56
	34 59
	36 63
	40 68
	42 72
	45 74
	47 77
	50 78
	53 79
	56 80
	59 80
	62 82
	65 82
	68 82
	69 79
	71 76
	71 73
	71 69
	71 66
	71 63
	71 60
	70 57
	69 54
	68 51
	67 48
	64 44
	63 41
	61 38
	60 35
	59 32
	56 28
	55 25
	54 22
	52 19
	49 16
	48 13
	45 12
	42 9
	39 8
	37 5
	34 4
	31 2
	28 0
	25 0
	29 1
.PEN_UP
.PEN_DOWN
	31 35
	31 38
	30 42
	29 45
	28 48
	26 51
	26 54
	26 57
	25 60
	25 63
	26 66
	27 69
	28 72
	29 76
	31 79
	34 81
	35 84
	37 87
	40 90
	43 93
	46 96
	49 96
	50 93
	51 90
	51 87
	49 82
	46 78
	45 74
	45 71
	44 68
	43 64
	43 61
	42 58
	42 54
	39 52
	39 49
	38 45
	37 42
	37 39
	36 36
	34 32
	33 29
	31 26
	30 23
	29 20
	28 17
	27 14
	26 11
	25 8
	23 5
	21 1
	18 0
	15 1
	12 2
	10 5
	13 8
	16 12
	17 15
	19 19
	20 22
	22 25
	24 28
	26 31
	29 31
	33 33
	36 33
	40 34
	43 34
	46 35
	50 35
	53 37
	56 38
	60 39
	63 39
	67 39
	71 39
.PEN_UP
.PEN_DOWN
	16 70
	18 66
	21 63
	25 60
	26 57
	27 53
	27 50
	26 47
	25 42
	24 38
	24 35
	24 31
	24 28
	22 24
	22 21
	19 18
	18 15
	16 12
	15 9
	12 7
	10 4
	9 1
	9 0
.PEN_UP
.PEN_DOWN
	55 68
	55 65
	53 61
	53 58
	53 55
	52 52
	52 49
	51 44
	49 41
	48 38
	48 35
	46 32
	46 29
	42 27
	39 24
	36 22
	33 20
	30 19
	27 18
	23 18
	20 17
	18 20
	20 23
	23 26
	26 27
	29 27
	32 26
	35 24
	38 21
	41 20
	43 17
	47 15
	50 13
	53 12
	56 11
	59 10
	62 9
	65 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	15 48
	15 51
	18 53
	20 56
	23 58
	26 61
	29 63
	32 64
	35 64
	38 65
	41 65
	42 62
	41 59
	41 56
	39 53
	38 49
	37 46
	35 42
	33 38
	32 33
	30 30
	28 26
	27 23
	24 18
	21 14
	21 10
	19 6
	19 3
	18 0
	19 3
	20 6
	22 9
	25 12
	26 15
	29 19
	32 23
	35 26
	37 30
	39 33
	42 36
	44 40
	47 45
	50 46
	54 48
	57 49
	57 46
	56 43
	55 40
	54 37
	52 34
	51 31
	51 28
	50 25
	50 22
	48 19
	47 16
	46 13
	44 10
	42 7
	45 10
	47 14
	50 18
	51 21
	54 24
	56 27
	58 31
	61 33
	63 36
	66 39
	69 40
	69 37
	69 34
	67 30
	66 27
	66 24
	66 21
	65 16
	65 13
	66 10
	69 8
	72 6
	75 5
	78 5
	81 5
.PEN_UP
.PEN_DOWN
	19 67
	22 70
	25 71
	28 74
	31 74
	34 76
	37 77
	39 74
	38 71
	38 68
	38 65
	37 61
	35 58
	35 55
	32 51
	30 47
	28 44
	28 41
	26 38
	25 35
	23 31
	23 27
	23 24
	22 21
	22 18
	20 15
	19 12
	17 9
	16 6
	14 3
	13 0
	13 4
	14 7
	17 11
	17 14
	20 19
	23 22
	25 26
	28 29
	29 32
	32 34
	32 37
	35 40
	38 43
	41 46
	43 49
	45 52
	46 55
	49 55
	49 58
	51 55
	50 51
	49 47
	48 44
	46 41
	45 38
	44 35
	44 32
	44 29
	44 26
	45 22
	45 19
	46 16
	46 13
	47 10
	50 9
	53 9
	56 10
	59 11
	61 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 85
	33 82
	31 78
	29 75
	26 72
	25 69
	22 64
	20 59
	18 54
	16 51
	15 48
	13 42
	12 37
	11 33
	11 30
	9 25
	9 21
	7 18
	6 15
	3 13
	2 9
	1 6
	1 3
	0 0
	2 3
	3 7
	5 10
	6 13
	8 16
	9 19
	11 22
	13 26
	13 29
	15 33
	15 36
	18 41
	21 47
	23 50
	24 54
	25 57
	26 61
	29 65
	29 69
	31 72
	33 75
	35 78
	37 81
	41 84
	44 86
	47 87
	51 88
	55 89
	57 86
	61 85
	64 84
	65 81
	66 78
	66 75
	66 72
	65 69
	64 66
	64 62
	61 60
	60 57
	58 54
	55 53
	52 51
	48 50
	45 47
	42 46
	39 46
	36 45
	33 45
	30 46
	27 47
	25 50
	26 49
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	40 65
	40 68
	42 71
	43 74
	43 77
	42 74
	40 70
	38 67
	37 63
	35 60
	33 57
	31 53
	30 49
	27 44
	26 40
	23 36
	23 33
	22 30
	20 26
	19 23
	17 19
	16 16
	15 12
	14 9
	13 6
	12 3
	10 0
	11 3
	13 7
	14 11
	15 14
	17 19
	19 23
	22 27
	25 31
	26 34
	28 38
	30 42
	32 46
	33 50
	36 54
	38 57
	41 60
	43 63
	47 65
	51 68
	55 69
	58 71
	61 72
	64 73
	67 72
	67 69
	67 66
	66 63
	65 60
	64 57
	63 53
	61 50
	58 47
	56 42
	53 42
	51 38
	48 36
	45 33
	42 31
	39 29
	36 27
	33 27
	30 27
	29 30
	32 33
	36 32
	39 30
	42 29
	45 27
	46 24
	49 23
	49 20
	52 19
	54 16
	57 14
	60 12
	63 12
	66 12
	70 12
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	24 67
	25 70
	28 72
	31 73
	34 74
	37 75
	40 77
	43 77
	46 78
	49 79
	52 79
	55 76
	56 73
	57 70
	59 67
	60 64
	60 61
	60 58
	61 55
	64 55
	68 55
	71 57
	74 59
	76 62
	76 65
	77 68
	74 66
	73 63
	73 60
	72 57
	71 54
	70 50
	68 47
	68 44
	68 41
	66 38
	66 35
	66 32
	65 28
	63 25
	62 21
	61 18
	60 14
	59 10
	57 7
	55 4
	52 2
	49 0
	46 2
	43 2
	40 4
	39 7
	38 10
	38 12
.PEN_UP
.PEN_DOWN
	19 37
	21 40
	24 42
	26 45
	30 47
	33 49
	38 53
	41 55
	44 57
	46 60
	48 57
	50 54
	50 51
	48 48
	46 44
	44 41
	42 38
	42 34
	42 30
	41 26
	41 23
	40 20
	39 17
	37 13
	37 10
	37 7
	39 4
	40 1
	43 0
	46 3
	49 4
	53 9
	56 12
	59 15
	61 19
	65 24
	66 27
	68 30
	71 33
	72 36
	74 40
	76 43
	78 46
	78 49
	76 46
	75 43
	74 40
	71 36
	68 32
	67 29
	66 25
	65 21
	64 18
	64 15
	65 12
	65 9
	67 5
	70 4
	72 5
.PEN_UP
.PEN_DOWN
	19 47
	22 49
	25 51
	28 52
	31 52
	34 53
	37 53
	39 50
	38 47
	38 43
	37 39
	35 35
	34 32
	34 29
	34 26
	33 23
	32 20
	32 17
	32 14
	33 10
	35 7
	37 4
	41 1
	44 0
	47 3
	49 7
	50 10
	52 15
	53 18
	53 21
	53 24
	53 27
	53 31
	53 35
	54 39
	54 42
	56 45
	56 48
	57 51
	60 53
	63 54
	66 54
	69 53
	72 52
	75 56
.PEN_UP
.PEN_DOWN
	22 46
	25 47
	29 49
	33 50
	36 50
	39 51
	41 48
	41 45
	40 42
	37 39
	35 36
	32 33
	30 30
	27 27
	26 24
	24 21
	21 18
	21 15
	20 12
	20 9
	19 6
	19 3
	22 1
	25 0
	28 0
	31 1
	33 4
	36 8
	40 12
	43 15
	44 19
	47 22
	51 27
	53 30
	55 33
	57 36
	61 40
	62 43
	64 46
	65 49
	62 47
	60 44
	58 41
	55 37
	53 34
	49 29
	48 26
	46 23
	45 20
	43 17
	43 14
	42 10
	40 7
	42 4
	45 3
	48 2
	51 2
	54 2
	58 4
	59 7
	59 10
	61 14
	63 17
	64 20
	66 23
	67 26
	69 29
	70 32
	71 35
	72 39
	74 42
	76 45
	79 47
	82 47
	83 44
	85 41
	88 39
	91 41
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	27 66
	29 69
	32 72
	35 74
	39 76
	44 78
	47 79
	51 81
