


.DATE		Aug. 92
.STYLE		PRINTED
.WRITER_ID	jwkim
	46 14
	46 11
	45 7
	44 3
	42 0
	38 0
	34 2
	31 4
	28 7
	25 10
	24 13
	24 17
	26 20
	26 21
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	23 32
	24 36
	25 40
	26 43
	28 47
	30 51
	32 55
	35 59
	38 61
	41 59
	43 55
	43 51
	44 43
	44 39
	44 34
	44 30
	44 25
	44 21
	44 17
	45 13
	45 9
	45 4
	45 0
	44 3
	44 7
	44 14
	44 17
	44 20
	44 23
	45 27
	45 30
	46 33
	46 36
	47 39
	48 42
	50 46
	52 50
	54 54
	56 57
	59 58
	61 53
	62 49
	62 45
	62 41
	62 37
	62 33
	62 28
	62 24
	63 20
	63 17
	64 14
	64 11
	66 7
	66 4
	64 3
.PEN_UP
.PEN_DOWN
	52 45
	49 45
	46 41
	42 33
	41 30
	40 26
	40 23
	40 20
	40 16
	40 12
	40 9
	42 4
	45 1
	49 0
	52 0
	56 0
	60 2
	64 4
	66 7
	68 11
	68 17
	68 20
	68 23
	68 27
	67 30
	66 34
	65 37
	63 40
	62 43
	60 46
	55 49
	51 51
	48 51
	47 48
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	39 31
	42 32
	47 32
	51 32
	54 32
	57 32
	60 32
	63 31
	68 31
	72 31
	75 30
	74 31
.PEN_UP
.PEN_DOWN
	63 50
	62 46
	61 43
	60 39
	59 35
	58 31
	56 27
	55 23
	53 16
	53 13
	53 10
	53 7
	54 3
	57 0
	60 0
	64 0
	68 1
	72 2
	75 3
	77 4
.PEN_UP
.PEN_DOWN
	22 43
	22 40
	21 35
	21 31
	20 28
	19 21
	19 17
	19 14
	19 10
	20 7
	21 4
	24 1
	27 0
	30 0
	33 1
	36 5
	39 8
	40 12
	41 20
	41 24
	41 27
	41 31
	42 36
	42 41
	43 44
	43 47
	43 44
	43 39
	43 33
	43 30
	43 26
	43 23
	43 20
	43 17
	45 12
	47 9
	49 6
	52 5
	54 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	21 35
	21 39
	23 43
	25 47
	28 51
	31 54
	35 57
	38 57
	42 57
	46 56
	49 52
	52 46
	53 43
	54 39
	54 36
	54 29
	54 25
	53 22
	53 19
	52 16
	51 13
	49 9
	48 5
	46 0
.PEN_UP
.PEN_DOWN
	62 54
	57 50
	54 46
	52 43
	51 40
	48 34
	48 31
	48 28
	48 25
	48 22
	49 19
	51 13
	53 10
	57 8
	60 7
	64 7
	67 9
	69 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 42
	35 43
	40 45
	43 45
	47 46
	51 46
	56 46
	59 46
	56 46
	53 45
	52 41
	51 38
	50 35
	49 31
	47 27
	47 23
	45 20
	44 16
	40 8
	38 4
	35 1
	36 4
	39 4
	42 4
	46 3
	50 2
	54 1
	57 1
	60 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 66
	33 60
	33 56
	34 51
	34 47
	35 36
	35 30
	36 25
	36 20
	36 15
	36 11
	37 8
	37 5
	37 0
	36 3
	36 8
	36 14
	37 17
	37 20
	38 24
	40 27
	43 27
	46 26
	49 22
	50 19
	51 14
	51 11
	52 7
	52 4
	50 1
	47 0
	43 0
	40 2
	38 5
	35 8
	34 12
	37 14
	38 14
.PEN_UP
.PEN_DOWN
	53 30
	50 33
	47 35
	43 34
	40 32
	37 28
	35 25
	34 22
	33 19
	33 16
	33 13
	34 7
	36 3
	40 0
	45 0
	50 0
	55 2
	60 5
	62 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 56
	34 52
	34 47
	33 42
	32 37
	32 31
	30 22
	30 17
	29 14
	29 10
	29 7
	29 4
	28 0
	29 3
	30 8
	31 13
	32 17
	33 20
	35 23
	37 28
	40 31
	43 32
	46 32
	47 29
	47 26
	47 20
	47 17
	47 14
	47 9
	48 5
	50 1
	53 0
	56 0
	59 3
	62 6
	66 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	50 74
	54 74
	57 74
	60 75
	58 74
.PEN_UP
.PEN_DOWN
	52 47
	54 41
	55 38
	56 34
	57 30
	57 27
	57 24
	57 20
	57 14
	57 11
	56 7
	54 3
	52 0
	49 0
	43 1
	40 3
	37 7
	36 10
	34 15
	33 18
	34 20
.PEN_UP
.PEN_DOWN
	26 68
	26 65
	26 62
	26 57
	26 51
	26 46
	26 40
	26 34
	26 30
	27 25
	28 16
	28 12
	28 9
	29 6
	30 2
	31 0
.PEN_UP
.PEN_DOWN
	48 37
	44 34
	40 31
	35 26
	31 22
	29 18
	28 14
	30 10
	33 8
	36 7
	39 6
	42 5
	45 5
	48 4
	52 4
	55 4
	54 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 23
	30 27
	31 31
	33 36
	35 41
	37 46
	39 50
	41 53
	42 56
	44 53
	45 48
	46 45
	46 42
	46 38
	46 34
	46 30
	46 21
	46 18
	46 14
	46 10
	46 7
	46 3
	46 0
	46 3
	46 7
	46 12
	46 15
	46 18
	47 21
	48 25
	48 29
	50 32
	51 35
	52 38
	54 41
	56 38
	57 35
	57 30
	57 24
	57 21
	56 18
	56 15
	55 11
	55 7
	54 4
	54 8
	55 12
	56 15
	56 18
	58 24
	59 28
	60 31
	61 34
	62 37
	64 40
	65 35
	65 32
	65 29
	65 26
	65 23
	65 19
	65 16
	66 13
	66 7
	67 3
	68 0
	71 0
	73 3
.PEN_UP
.PEN_DOWN
	19 35
	21 38
	23 41
	26 44
	29 47
	32 50
	35 52
	38 53
	41 52
	43 47
	43 43
	43 39
	43 34
	43 29
	43 25
	43 21
	42 17
	41 13
	40 8
	39 4
	38 1
	38 4
	38 8
	39 12
	40 17
	41 20
	43 26
	44 30
	45 33
	47 36
	48 39
	50 42
	53 46
	55 49
	58 51
	59 48
	59 45
	59 42
	59 38
	58 35
	58 30
	57 22
	57 18
	57 14
	57 11
	57 8
	57 4
	59 1
	64 0
	67 2
	70 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	21 55
	24 53
	26 50
	27 47
	28 44
	29 41
	29 38
	29 34
	29 30
	29 27
	29 23
	29 16
	29 13
	29 10
	29 7
	29 3
	27 0
	24 2
	22 6
	21 10
	21 13
	20 16
	20 19
	20 22
	21 29
	23 33
	24 36
	26 39
	30 44
	34 47
	38 49
	42 51
	46 51
	50 50
	53 49
	56 46
	56 43
	55 41
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 46
	36 50
	38 53
	41 57
	43 60
	46 64
	48 67
	51 70
	54 72
	57 71
	57 67
	58 61
	59 57
	60 54
	62 51
	66 50
	69 50
	72 51
	74 54
	74 58
	74 63
	74 66
	73 73
	73 76
	71 73
	70 69
	68 63
	65 50
	63 44
	61 38
	59 32
	57 26
	55 20
	53 15
	51 11
	50 8
	48 4
	46 1
	43 0
	40 0
	37 2
	34 4
	31 8
	29 12
	27 18
	27 21
	27 24
	28 28
	31 30
	34 30
	37 30
	40 30
	44 29
	51 26
	55 25
	59 24
	62 23
	65 22
	68 21
	71 21
	74 21
.PEN_UP
.PEN_DOWN
	44 65
	47 62
	50 60
	53 59
	56 58
	60 56
	63 55
	62 52
	59 49
	58 45
	57 42
	56 36
	55 32
	55 27
	54 23
	52 16
	51 13
	50 10
	49 7
	53 5
	59 2
	63 1
	66 0
	70 1
	68 2
.PEN_UP
.PEN_DOWN
	72 21
	72 24
	71 28
	70 31
	67 34
	64 35
	61 35
	58 32
	55 28
	54 25
	53 22
	52 18
	51 15
	51 9
	51 5
	52 2
	55 0
	59 0
	63 3
	67 5
	70 8
	72 11
	73 14
	73 17
	73 20
	73 24
	72 28
	72 24
	73 20
	75 17
	77 14
	79 11
	82 11
	85 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	47 24
	48 28
	49 31
	49 34
	46 36
	43 36
	39 34
	36 30
	33 25
	32 22
	32 18
	32 15
	32 11
	33 8
	35 3
	38 1
	41 0
	45 0
	48 0
	51 1
	54 2
	57 3
	62 5
	64 7
.PEN_UP
.PEN_DOWN
	57 25
	57 28
	57 31
	56 34
	53 36
	50 36
	47 35
	44 32
	41 27
	40 22
	40 19
	41 13
	43 10
	46 8
	50 8
	54 8
	57 10
	59 13
	59 16
	60 20
	60 23
	60 26
	60 29
	60 33
	60 42
	60 46
	60 50
	61 53
	61 56
	61 59
	61 63
	60 66
	59 59
	59 53
	59 48
	59 41
	60 30
	61 25
	61 20
	62 16
	62 12
	63 8
	64 5
	66 1
	69 0
.PEN_UP
.PEN_DOWN
	40 20
	44 23
	48 26
	51 27
	54 30
	60 35
	62 39
	64 43
	64 46
	64 50
	64 54
	62 58
	59 61
	56 62
	53 63
	50 63
	47 60
	44 57
	42 52
	39 47
	38 43
	36 40
	35 36
	34 32
	33 25
	33 22
	33 19
	33 16
	34 13
	36 8
	39 4
	43 1
	48 0
	51 0
	54 0
	59 0
	62 1
	66 2
	68 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	39 47
	43 47
	46 47
	49 47
	52 47
	50 46
.PEN_UP
.PEN_DOWN
	40 23
	40 20
	39 17
	39 13
	38 9
	38 6
	38 3
	41 1
	44 0
	47 0
	50 1
	53 3
	56 6
	55 6
.PEN_UP
.PEN_DOWN
	33 76
	36 76
	39 77
	42 77
	45 77
	45 76
.PEN_UP
.PEN_DOWN
	41 44
	41 40
	41 35
	41 31
	41 26
	41 23
	41 19
	41 16
	40 12
	39 8
	38 4
	35 1
	31 0
	28 0
	25 2
	21 4
	18 6
	15 8
	15 11
	18 14
	20 16
.PEN_UP
.PEN_DOWN
	32 74
	32 69
	32 64
	32 58
	32 53
	33 47
	33 42
	34 36
	34 30
	35 25
	36 21
	37 13
	38 10
	39 6
	40 2
	40 0
.PEN_UP
.PEN_DOWN
	53 38
	49 36
	43 32
	40 30
	36 26
	32 22
	31 19
	31 16
	32 13
	35 11
	40 8
	45 7
	50 5
	54 4
	57 4
	57 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	21 18
	22 21
	25 25
	27 29
	29 33
	31 37
	34 42
	36 45
	39 47
	41 43
	41 38
	41 34
	41 30
	41 26
	40 22
	40 18
	39 14
	38 11
	37 8
	36 4
	36 0
	37 3
	37 7
	38 10
	38 13
	39 17
	40 21
	40 24
	41 28
	42 31
	44 34
	46 38
	49 41
	52 40
	53 35
	53 32
	53 26
	53 22
	53 19
	53 16
	52 12
	52 9
	51 12
	52 16
	53 21
	54 24
	56 31
	57 34
	59 37
	61 40
	63 35
	63 31
	63 27
	63 24
	62 20
	62 17
	62 13
	62 10
	63 6
	65 2
	68 2
	71 4
	72 7
.PEN_UP
.PEN_DOWN
	21 17
	22 21
	24 24
	25 28
	28 33
	30 37
	33 40
	36 42
	39 43
	42 42
	43 39
	43 36
	43 33
	43 30
	42 26
	42 23
	41 20
	40 17
	39 14
	38 11
	37 7
	36 3
	36 0
	38 4
	39 8
	41 12
	42 16
	43 19
	44 22
	46 27
	50 33
	52 36
	55 39
	58 38
	58 34
	58 31
	57 28
	56 24
	55 21
	54 18
	52 14
	51 11
	49 7
	48 4
	48 1
	51 1
	54 1
.PEN_UP
.PEN_DOWN
	34 36
	32 33
	31 30
	30 27
	28 20
	28 17
	28 14
	28 11
	28 7
	30 4
	32 1
	36 0
	40 0
	44 1
	47 2
	51 5
	53 8
	53 11
	53 14
	52 19
	51 22
	47 27
	43 31
	39 34
	36 35
	33 35
	31 32
	32 31
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	46 37
	46 33
	47 28
	48 24
	48 20
	48 16
	48 13
	48 7
	48 3
	47 0
	44 2
	43 5
	42 9
	42 12
	42 16
	42 19
	43 23
	44 26
	45 29
	49 33
	52 34
	56 35
	61 36
	65 36
	69 35
	72 35
	73 35
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	40 40
	45 42
	50 44
	53 45
	61 46
	66 47
	69 47
.PEN_UP
.PEN_DOWN
	57 61
	56 55
	56 52
	55 48
	54 43
	52 39
	50 34
	48 29
	46 24
	45 19
	43 15
	42 9
	42 6
	42 3
	45 0
	49 0
	53 1
	56 2
	61 4
	64 6
	67 7
	68 8
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	27 48
	27 44
	26 40
	26 36
	26 31
	26 24
	26 20
	26 17
	26 14
	27 10
	28 6
	30 3
	32 0
	35 2
	36 6
	38 11
	39 14
	40 17
	41 21
	42 26
	44 30
	45 36
	46 41
	48 46
	50 54
	52 57
	54 60
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	48 52
	49 55
	51 58
	54 64
	54 67
	56 71
	57 74
	60 75
	62 71
	63 68
	63 63
	64 59
	66 56
	69 54
	72 54
	75 57
	78 60
	79 63
	79 66
	79 70
	78 75
	78 78
	75 76
	75 73
	73 64
	73 59
	73 54
	72 48
	71 42
	69 36
	67 30
	65 24
	63 19
	60 14
	58 10
	54 4
	51 1
	47 0
	44 0
	41 4
	39 9
	38 13
	38 20
	38 24
	40 28
	45 29
	48 29
	51 29
	54 29
	57 28
	61 26
	64 25
	69 23
	73 21
	76 21
	77 23
.PEN_UP
.PEN_DOWN
	37 42
	40 42
	45 43
	49 43
	52 43
	55 44
	61 45
	64 45
	69 46
	72 47
	75 48
	72 48
	69 46
	66 44
	64 40
	63 37
	62 33
	60 29
	58 21
	56 17
	54 14
	53 10
	51 7
	49 3
	48 0
	52 2
	57 4
	60 6
	65 6
	69 7
	74 7
	78 7
	81 7
	82 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	40 74
	40 71
	40 66
	40 56
	40 50
	40 44
	40 39
	40 33
	40 28
	41 22
	41 16
	41 12
	41 8
	41 5
	42 0
	43 3
	42 8
	41 12
	41 15
	41 18
	41 21
	42 25
	42 28
	43 31
	44 34
	47 38
	51 41
	54 41
	57 41
	60 37
	62 34
	63 31
	63 28
	64 25
	64 19
	64 16
	64 13
	62 9
	59 6
	56 6
	53 7
	50 8
	47 11
	44 14
	44 16
.PEN_UP
.PEN_DOWN
	60 25
	59 28
	59 31
	57 35
	53 37
	48 37
	43 36
	40 34
	36 29
	34 26
	31 19
	31 15
	31 11
	31 8
	33 3
	36 2
	41 0
	44 0
	52 0
	56 0
	59 1
	61 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	47 12
	48 16
	51 20
	53 24
	55 28
	56 33
	56 36
	54 39
	51 39
	46 37
	43 34
	40 31
	38 27
	38 24
	37 19
	37 14
	39 9
	42 6
	46 3
	51 1
	55 0
	60 0
	65 1
	69 1
	69 2
.PEN_UP
.PEN_DOWN
	57 84
	56 87
	55 90
	54 93
	51 93
	47 93
	42 91
	39 88
	36 85
	36 82
	35 77
	35 74
	35 71
	35 67
	36 63
	37 59
	38 55
	39 50
	40 46
	40 42
	41 38
	43 30
	44 26
	45 22
	45 19
	46 16
	46 13
	47 8
	47 5
	46 2
	44 0
.PEN_UP
.PEN_DOWN
	32 41
	36 41
	39 42
	44 43
	47 43
	51 44
	55 45
	59 46
	62 46
.PEN_UP
.PEN_DOWN
	43 69
	42 72
	38 73
	35 72
	31 70
	28 67
	26 63
	25 60
	25 55
	29 53
	32 53
	36 54
	39 55
	42 57
	46 60
	47 63
	46 66
	43 68
	40 70
	38 66
	39 61
	39 57
	40 52
	41 47
	42 36
	42 31
	42 25
	42 20
	42 16
	42 11
	42 8
	42 4
	41 0
	38 0
	35 3
	33 7
	29 12
	28 15
	27 18
	26 21
	26 24
	29 27
	33 29
	38 31
	41 32
	44 34
	50 36
	53 38
	56 39
	59 41
	62 42
.PEN_UP
.PEN_DOWN
	43 58
	42 54
	41 50
	40 46
	40 41
	39 36
	38 32
	38 28
	37 24
	36 20
	36 17
	36 12
	35 9
	35 6
	38 9
	40 13
	43 18
	44 21
	47 26
	48 29
	50 25
	50 22
	50 17
	50 14
	50 9
	51 5
	53 2
	56 0
	59 0
	62 1
	65 2
	67 5
	68 9
.PEN_UP
.PEN_DOWN
	37 55
	40 53
	43 53
	46 51
	44 49
.PEN_UP
.PEN_DOWN
	36 29
	36 26
	35 22
	35 19
	34 14
	34 10
	34 6
	34 3
	37 0
	40 0
	43 0
	47 1
	50 2
	53 3
	56 5
	56 8
.PEN_UP
.PEN_DOWN
	49 73
	52 73
	55 73
	58 72
	55 70
.PEN_UP
.PEN_DOWN
	52 47
	52 44
	52 40
	52 36
	52 28
	53 24
	53 20
	53 17
	53 14
	53 11
	52 7
	51 4
	45 1
	42 0
	38 0
	35 0
	32 0
	28 2
	28 5
	29 8
	30 10
.PEN_UP
.PEN_DOWN
	53 83
	53 79
	52 74
	52 69
	51 63
	50 50
	49 44
	49 37
	49 30
	49 24
	49 19
	49 15
	49 11
	50 8
	50 5
	50 1
	47 2
.PEN_UP
.PEN_DOWN
	73 36
	69 34
	64 32
	61 31
	58 29
	55 28
	52 26
	49 24
	46 22
	44 19
	44 15
	46 11
	50 7
	53 5
	56 4
	60 3
	65 1
	70 0
	73 0
	73 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 80
	17 83
	17 80
	18 77
	18 73
	19 68
	19 63
	20 50
	21 43
	21 37
	21 30
	21 24
	21 19
	21 15
	20 11
	20 7
	20 4
	20 0
	21 3
	21 6
	20 11
.PEN_UP
.PEN_DOWN
	20 76
	22 79
	26 81
	29 81
	32 81
	40 77
	44 72
	46 67
	47 62
	47 58
	46 54
	44 51
	40 49
	36 47
	33 46
	29 45
	26 45
	23 45
	20 44
	19 44
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	37 43
	39 36
	39 31
	39 26
	39 22
	39 17
	39 14
	39 11
	38 8
	38 3
	37 0
	36 3
	35 8
	34 11
	34 15
	34 18
	34 22
	35 25
	36 29
	39 33
	43 37
	51 40
	54 41
	58 42
	61 42
	64 42
	68 42
	72 42
	76 42
	77 42
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 53
	28 50
	29 46
	30 41
	31 36
	32 31
	34 21
	36 17
	37 13
	38 10
	38 7
	40 3
	41 0
	41 3
	42 7
	43 11
	44 14
	44 17
	45 21
	46 29
	47 32
	48 35
	49 39
	50 44
	51 47
	52 50
	53 52
.PEN_UP
.PEN_DOWN
	19 52
	19 47
	19 43
	20 34
	21 29
	21 24
	21 19
	21 16
	21 12
	21 9
	21 4
	22 1
	25 0
	26 3
	27 6
	28 10
	29 14
	30 18
	30 22
	30 26
	31 29
	32 33
	33 36
	33 39
	34 36
	34 33
	34 30
	35 27
	35 24
	35 20
	35 16
	35 13
	36 9
	38 6
	42 6
	45 8
	46 11
	48 16
	48 20
	48 25
	48 28
	48 32
	48 38
	48 41
	48 44
	48 47
	48 50
	47 53
.PEN_UP
.PEN_DOWN
	26 33
	27 36
	30 38
	33 41
	36 43
	40 45
	43 45
	47 44
	50 38
	51 35
	51 31
	51 27
	51 23
	50 19
	50 15
	48 10
	47 7
	45 3
	44 0
	42 0
.PEN_UP
.PEN_DOWN
	66 46
	63 44
	60 40
	57 35
	55 32
	54 29
	53 26
	52 23
	52 16
	52 12
	53 9
	57 7
	61 7
	64 8
	67 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 51
	38 51
	42 51
	46 51
	52 49
	55 49
	59 47
	62 47
	59 47
	56 48
	56 45
	54 41
	53 38
	52 34
	51 31
	50 28
	47 21
	45 18
	44 15
	40 10
	37 7
	33 4
	30 4
	33 5
	37 5
	42 4
	45 4
	50 2
	53 2
	56 1
	59 1
	57 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	63 82
	62 85
	59 87
	56 87
	53 87
	50 87
	48 83
	46 80
	45 75
	44 72
	44 69
	43 66
	43 61
	43 56
	43 52
	44 41
	44 36
	45 30
	45 25
	45 19
	46 15
	46 12
	47 8
	47 3
	47 0
	46 3
.PEN_UP
.PEN_DOWN
	36 30
	41 30
	44 30
	47 30
	50 30
	54 29
	59 29
	62 28
	65 28
	67 27
.PEN_UP
.PEN_DOWN
	51 63
	51 66
	48 68
	45 68
	40 67
	37 65
	35 62
	35 59
	35 56
	37 53
	40 52
	43 52
	46 53
	49 55
	50 58
	50 62
	48 59
	48 55
	48 50
	48 45
	48 40
	47 35
	47 30
	47 25
	47 20
	46 17
	46 13
	45 7
	45 3
	44 0
	41 2
	39 5
	37 9
	34 13
	31 17
	29 21
	28 24
	29 29
	33 33
	38 36
	41 37
	45 38
	48 38
	52 39
	55 39
	58 40
	61 40
	65 40
	68 40
	69 39
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 60
	33 59
	37 57
	42 56
	45 56
	41 56
.PEN_UP
.PEN_DOWN
	36 39
	35 35
	34 31
	32 26
	31 21
	30 18
	30 14
	30 11
	30 8
	31 5
	33 2
	36 0
	39 0
	42 0
	45 1
	48 3
	47 5
.PEN_UP
.PEN_DOWN
	45 80
	49 79
	52 79
	55 79
	58 79
	57 77
.PEN_UP
.PEN_DOWN
	45 59
	45 56
	45 53
	46 50
	46 46
	47 42
	48 37
	49 33
	50 28
	50 25
	51 22
	51 14
	51 11
	51 6
	50 3
	48 0
	45 0
	41 0
	38 4
	35 6
	33 9
	32 13
	32 14
.PEN_UP
.PEN_DOWN
	43 74
	43 70
	43 66
	43 61
	44 55
	44 49
	44 43
	45 38
	45 32
	45 27
	45 23
	45 18
	45 12
	45 9
	45 5
	45 6
.PEN_UP
.PEN_DOWN
	63 39
	60 37
	55 34
	50 30
	45 26
	41 23
	38 18
	38 15
	41 12
	46 9
	49 8
	52 7
	60 3
	64 1
	68 0
	67 1
.PEN_UP
.PEN_DOWN
	45 1
	48 3
	51 6
	54 9
	57 12
	59 16
	61 20
	62 23
	63 26
	64 33
	65 37
	66 40
	66 45
	66 49
	66 53
	66 56
	66 59
	66 62
	66 67
	65 70
	64 73
	61 73
	59 69
	57 64
	56 61
	55 57
	54 53
	54 49
	53 44
	53 39
	53 35
	53 30
	54 26
	55 18
	56 14
	58 11
	59 8
	61 5
	64 2
	67 0
	70 1
	72 4
	72 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 25
	20 28
	23 32
	26 36
	29 40
	31 43
	36 49
	40 52
	43 53
	46 51
	46 47
	46 44
	46 40
	46 36
	46 32
	45 27
	44 23
	43 19
	42 15
	41 12
	40 9
	40 6
	38 3
	37 0
	37 4
	39 8
	40 13
	41 16
	41 19
	42 22
	43 25
	44 28
	45 31
	48 36
	49 39
	51 43
	54 47
	57 50
	60 50
	61 47
	61 43
	61 40
	61 36
	60 32
	60 29
	59 25
	58 22
	58 19
	57 16
	57 11
	58 7
	61 4
	65 4
	68 6
	71 7
	71 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	43 93
	43 88
	42 85
	41 80
	41 74
	40 68
	40 62
	40 55
	39 41
	38 34
	37 28
	36 22
	35 17
	34 13
	34 9
	33 6
	33 3
	33 0
	32 3
	32 4
.PEN_UP
.PEN_DOWN
	38 89
	41 92
	45 94
	49 95
	53 95
	56 94
	60 90
	64 85
	65 82
	67 79
	68 71
	68 67
	68 63
	68 60
	67 55
	64 51
	61 48
	54 45
	51 45
	48 45
	43 45
	39 46
	35 47
	34 49
.PEN_UP
.PEN_DOWN
	42 63
	41 67
	39 70
	36 73
	32 74
	29 71
	28 68
	27 64
	26 59
	26 55
	29 53
	33 54
	37 57
	40 61
	41 64
	45 65
	42 67
	41 61
	41 56
	41 53
	40 49
	40 46
	40 41
	40 36
	40 32
	39 27
	39 22
	38 18
	38 10
	38 7
	38 3
	39 0
	42 2
	44 5
	46 8
	47 12
	49 17
	49 22
	48 27
	46 30
	43 30
	40 28
	44 27
	48 28
	53 30
	57 30
	60 29
	62 29
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 40
	39 40
	44 40
	47 40
	52 39
	55 39
	59 39
	62 39
	62 40
.PEN_UP
.PEN_DOWN
	49 70
	48 67
	48 64
	48 61
	48 57
	47 53
	47 49
	46 45
	46 40
	45 36
	43 26
	43 22
	42 18
	41 14
	41 11
	41 8
	41 5
	43 1
	47 0
	51 1
	54 2
	57 4
	60 5
	63 7
	63 8
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	20 58
	22 51
	23 47
	24 42
	26 36
	27 30
	28 25
	29 20
	30 15
	30 11
	30 8
	31 5
	32 0
	35 0
	38 4
	41 8
	42 11
	44 15
	46 23
	47 27
	48 31
	49 35
	49 38
	50 41
	51 45
	52 48
	55 53
	58 56
	61 57
	63 54
	62 52
.PEN_UP
.PEN_DOWN
	22 35
	24 38
	27 41
	29 44
	32 48
	36 51
	39 54
	42 56
	45 57
	48 57
	50 51
	51 48
	51 44
	51 40
	51 35
	51 29
	51 24
	51 19
	51 15
	51 12
	51 9
	51 4
	50 0
	49 3
	49 5
.PEN_UP
.PEN_DOWN
	68 51
	64 48
	61 46
	59 43
	54 38
	52 35
	50 31
	49 28
	48 25
	47 22
	47 19
	48 12
	51 8
	54 5
	57 4
	61 3
	65 4
	66 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	46 31
	46 34
	46 37
	44 40
	41 40
	35 39
	31 37
	27 35
	23 31
	20 27
	19 24
	18 21
	18 18
	18 11
	18 8
	20 4
	23 2
	27 0
	30 0
	33 0
	36 3
	39 6
	41 9
	43 14
	44 17
	45 26
	45 29
	45 32
	45 35
	44 32
	43 28
	43 25
	43 22
