


.DATE		Jul. 93
.STYLE		MIXED
.WRITER_ID	kclee
	94 13
	97 16
	100 19
	102 22
	103 26
	105 29
	106 33
	106 36
	106 39
	107 42
	109 39
	111 35
	112 32
	113 29
	115 26
	115 23
	116 20
	116 17
	116 14
	115 11
	114 8
	112 5
	109 3
	106 3
	103 4
	99 5
	96 7
	93 8
	90 10
	94 10
	97 8
	100 8
	103 5
	106 4
	110 3
	113 1
	117 1
	120 1
	123 2
	125 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	48 74
	51 75
	54 75
	57 74
	58 70
	59 67
	59 63
	59 58
	59 55
	58 52
	57 49
	56 45
	56 42
	54 38
	53 34
	52 31
	51 27
	49 23
	47 18
	44 13
	42 9
	41 5
	39 2
	36 2
	33 1
	32 0
.PEN_UP
.PEN_DOWN
	91 74
	90 71
	89 68
	88 64
	88 61
	86 57
	85 54
	84 50
	82 47
	79 44
	77 41
	75 38
	72 35
	70 32
	67 31
	64 30
	61 29
	58 29
	55 29
	53 32
	53 35
	56 37
	59 39
	62 39
	65 38
	66 35
	67 32
	67 29
	68 26
	69 23
	69 20
	69 17
	69 14
	70 11
	71 8
	74 6
	77 5
	80 5
	83 7
	86 10
	89 12
	91 15
	94 18
	96 21
	97 24
	99 28
	101 31
	102 34
	101 31
	99 28
	97 24
	95 20
	95 17
	95 14
	95 11
	96 8
	99 6
	102 6
	106 8
	108 10
.PEN_UP
.PEN_DOWN
	101 49
	104 48
	106 47
.PEN_UP
.PEN_DOWN
	120 29
	124 31
	127 32
	130 32
	133 33
	135 30
	135 27
	133 24
	132 20
	130 17
	129 13
	127 10
	125 6
	123 3
	123 6
	125 10
	128 12
	131 17
	134 21
	136 25
	139 28
	141 31
	144 33
	147 36
	150 38
	153 38
	156 38
	156 35
	155 32
	154 29
	154 26
	153 23
	153 19
	152 16
	152 13
	153 10
	154 7
	157 5
	160 4
	163 4
	167 4
.PEN_UP
.PEN_DOWN
	186 24
	186 27
	185 30
	183 33
	180 33
	177 34
	174 33
	171 31
	169 28
	168 24
	166 21
	165 18
	165 15
	164 12
	165 9
	168 7
	171 8
	174 9
	177 11
	180 13
	182 16
	185 19
	186 22
	187 26
	188 29
	189 34
	190 37
	191 41
	192 44
	193 47
	194 50
	195 53
	196 58
	197 61
	198 64
	196 61
	195 58
	194 54
	193 50
	191 46
	190 42
	190 39
	188 34
	187 29
	185 24
	185 20
	185 16
	185 13
	186 9
	188 5
	191 2
	194 1
	197 1
	201 2
	205 5
	205 6
.PEN_UP
.PEN_DOWN
	58 116
	61 116
	64 114
	67 113
	69 110
	69 107
	69 104
	69 99
	68 96
	68 93
	67 90
	65 84
	64 81
	63 78
	61 74
	60 71
	58 68
	57 65
	55 62
	52 57
	49 53
	46 50
	43 48
	41 48
.PEN_UP
.PEN_DOWN
	103 110
	102 107
	100 103
	99 100
	96 96
	95 93
	94 90
	91 88
	88 86
	85 85
	82 83
	79 82
	76 82
	73 82
	70 82
	68 85
	71 87
	74 86
	77 84
	78 81
	78 78
	78 75
	77 72
	77 69
	76 66
	76 63
	77 60
	77 57
	77 54
	78 51
	78 48
	79 45
	81 42
	84 41
	87 41
	90 42
	93 45
	96 49
	98 52
	100 55
	102 58
	104 61
	106 64
	109 68
	110 71
	113 74
	113 77
	110 75
	109 72
	108 69
	107 66
	106 62
	106 59
	105 55
	105 52
	106 49
	108 46
	111 45
	114 43
	117 42
	120 43
	124 47
	126 50
	128 52
.PEN_UP
.PEN_DOWN
	131 65
	132 68
	133 71
	135 74
	136 77
	139 78
	142 78
	145 75
	144 71
	144 68
	143 65
	142 61
	141 58
	141 55
	140 51
	140 48
	138 45
	140 48
	144 52
	146 55
	148 58
	150 62
	152 66
	154 69
	157 72
	160 75
	163 76
	166 76
	166 73
	166 70
	165 67
	165 64
	164 61
	164 58
	164 54
	165 51
	165 48
	168 45
	171 46
	174 48
	176 49
.PEN_UP
.PEN_DOWN
	197 57
	199 60
	201 63
	202 66
	201 69
	200 72
	198 75
	195 77
	192 78
	189 78
	186 76
	184 71
	183 68
	182 65
	182 62
	182 58
	182 55
	183 51
	187 48
	191 48
	195 48
	198 50
	202 53
	204 56
	205 60
	206 63
	207 66
	204 68
	203 65
	202 62
	202 58
	202 54
	202 50
	201 47
	200 43
	200 40
	199 36
	199 33
	198 29
	197 25
	196 20
	195 17
	195 14
	194 11
	192 8
	191 5
	189 2
	186 0
	183 0
	180 2
	177 3
	174 5
	171 7
	168 10
	166 13
	165 16
	164 19
	165 22
	166 25
	168 28
	173 32
	176 33
	180 34
	184 35
	188 35
	193 35
	197 35
	201 35
	205 35
	208 36
	212 38
	215 40
	220 45
	223 47
	226 48
	228 49
.PEN_UP
.PEN_DOWN
	119 93
	122 91
	122 89
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	42 109
	44 112
	47 115
	50 118
	54 120
	57 122
	60 122
	63 122
	66 121
	69 122
	71 119
	71 116
	71 113
	71 110
	71 106
	70 102
	69 99
	68 96
	67 93
	66 89
	64 86
	62 80
	60 76
	59 72
	57 68
	56 64
	54 61
	53 58
	52 55
	50 52
	49 49
	47 46
	49 49
	50 52
	51 55
	53 59
	55 62
	57 65
	59 68
	60 71
	63 75
	65 78
	68 80
	70 83
	74 87
	77 89
	80 90
	84 91
	87 91
	90 91
	93 89
	93 86
	93 83
	91 78
	90 74
	90 71
	89 68
	87 65
	86 61
	85 58
	84 55
	83 52
	81 49
	79 45
	78 42
	81 43
	83 46
	84 49
	85 52
	87 57
	89 60
	90 63
	93 67
	94 70
	97 73
	99 76
	102 79
	105 81
	108 84
	111 86
	114 87
	116 84
	116 81
	116 78
	115 75
	115 71
	114 67
	114 63
	115 60
	115 57
	116 54
	118 50
	121 48
	124 47
	127 47
	130 47
	133 47
	136 48
	139 50
	142 52
	145 55
	147 58
	149 61
	151 64
	154 67
	156 70
	159 74
	161 77
	162 80
	163 83
	160 84
	157 86
	154 85
	151 83
	148 81
	146 78
	143 75
	142 71
	141 68
	140 65
	139 62
	137 59
	137 56
	136 53
	135 50
	135 47
	135 44
	137 41
	140 39
	145 38
	148 39
	152 41
	154 44
	157 46
	158 50
	160 53
	161 56
	162 60
	163 64
	163 67
	164 70
	164 73
	164 76
	163 79
	163 82
	164 79
	164 76
	164 73
	165 69
	165 65
	166 62
	167 59
	168 56
	170 53
	173 51
	176 50
	179 49
	182 49
	182 50
.PEN_UP
.PEN_DOWN
	182 59
	184 63
	188 67
	191 72
	193 75
	196 78
	199 77
	201 74
	202 71
	204 68
	207 66
	210 66
	213 67
	216 68
	219 70
	221 73
	224 75
	225 78
	227 81
	227 84
	225 81
	224 78
	223 75
	222 71
	221 67
	220 62
	218 58
	218 55
	216 50
	216 46
	215 43
	213 38
	213 35
	213 32
	212 27
	211 22
	210 17
	210 14
	209 10
	207 6
	205 3
	202 1
	199 0
	196 0
	193 1
	190 4
	189 7
	187 11
	186 14
	185 17
	184 20
	184 23
	186 26
	188 29
	191 30
	197 31
	201 32
	205 32
	208 33
	213 33
	218 35
	222 35
	225 36
	232 38
	236 39
	239 40
	242 41
	245 41
	249 43
	253 44
	255 47
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	47 79
	50 81
	53 83
	56 85
	59 86
	62 87
	65 87
	68 88
	71 88
	74 88
	75 85
	75 82
	75 79
	75 76
	74 73
	74 70
	73 67
	72 63
	71 60
	69 56
	68 53
	66 49
	64 45
	63 41
	60 35
	57 31
	56 28
	54 24
	52 21
	51 18
	49 15
	47 12
	45 9
	43 6
	44 9
	45 12
	47 16
	49 20
	51 23
	53 26
	55 29
	57 32
	59 35
	61 38
	64 41
	67 43
	70 46
	73 48
	75 51
	78 52
	81 53
	84 54
	87 54
	90 55
	93 55
	96 53
	96 50
	96 47
	95 44
	94 41
	93 38
	92 35
	91 31
	89 28
	88 25
	87 22
	86 19
	85 16
	84 13
	84 10
	84 7
	87 5
	91 7
	94 9
	97 12
	99 15
	100 18
	102 22
	104 25
	105 28
	108 31
	110 34
	113 37
	115 40
	117 43
	120 45
	123 48
	126 50
	129 51
	133 52
	136 52
	139 51
	136 51
	133 50
	130 49
	127 47
	123 46
	120 44
	117 42
	115 39
	111 35
	108 31
	107 28
	105 25
	105 22
	104 18
	104 15
	105 11
	107 8
	111 5
	114 5
	117 5
	121 6
	124 7
	127 8
	130 10
	133 12
	136 16
	137 19
	139 23
	140 29
	140 32
	140 35
	141 38
	141 42
	142 45
	142 48
	141 45
	140 42
	140 38
	140 34
	140 30
	140 26
	140 22
	141 19
	142 16
	143 13
	144 10
	148 6
	151 6
	154 6
	157 8
	159 11
	161 15
	162 18
	163 21
	165 25
	167 29
	169 33
	171 37
	175 42
	178 44
	181 45
	184 44
	185 41
	185 37
	185 34
	183 28
	182 25
	181 21
	180 17
	178 14
	177 11
	175 8
	174 5
	175 8
	176 11
	178 15
	181 21
	183 25
	186 28
	188 31
	191 34
	194 38
	197 41
	199 44
	202 45
	205 45
	205 42
	204 39
	203 35
	201 31
	200 27
	198 23
	196 20
	194 15
	193 12
	192 8
	191 5
	192 8
	193 11
	195 14
	196 17
	198 20
	200 24
	203 28
	204 31
	206 34
	208 38
	210 42
	212 45
	215 47
	218 48
	221 47
	221 44
	221 41
	219 38
	218 34
	217 31
	215 28
	215 25
	213 21
	212 18
	212 15
	212 12
	213 9
	217 8
	220 8
	223 8
	227 7
	230 7
	234 7
	237 7
	241 8
	244 8
	247 9
	251 11
	254 14
	258 18
	260 21
	262 24
	263 28
	264 31
	265 34
	265 37
	265 40
	264 43
	263 46
	261 49
	258 51
	255 51
	252 51
	249 48
	247 45
	245 42
	243 38
	242 34
	240 30
	239 25
	239 22
	239 17
	239 14
	239 11
	241 8
	244 6
	247 4
	251 3
	258 3
	261 3
	264 3
	268 3
	272 2
	276 2
	279 1
	282 0
	284 0
.PEN_UP
.PEN_DOWN
	55 75
	58 77
	61 79
	65 80
	68 81
	72 83
	75 83
	78 84
	81 84
	84 82
	86 79
	87 76
	87 73
	87 70
	86 67
	85 63
	84 59
	83 55
	82 52
	80 48
	78 44
	77 41
	75 37
	73 32
	71 29
	69 24
	67 20
	65 17
	63 14
	61 10
	59 7
	60 10
	62 13
	63 16
	65 19
	68 22
	70 26
	73 29
	76 33
	79 35
	83 38
	85 41
	88 44
	91 46
	94 48
	98 49
	101 48
	103 45
	103 42
	102 39
	101 36
	98 31
	97 28
	96 25
	95 22
	94 19
	93 16
	93 13
	92 10
	92 7
	95 5
	98 4
	102 3
	106 2
	110 2
	113 2
	116 3
	119 4
	122 5
	125 7
	128 8
	131 10
	134 13
	137 16
	141 20
	143 23
	144 26
	145 29
	144 32
	144 35
	143 38
	141 41
	138 41
	135 40
	132 40
	128 38
	126 35
	125 32
	124 29
	123 26
	122 23
	121 19
	121 16
	121 13
	122 10
	123 7
	126 5
	129 3
	132 2
	136 2
	139 3
	142 4
	145 4
	149 5
	152 5
	157 6
	160 7
	164 8
	167 10
	171 12
	174 13
	177 16
	179 19
	181 22
	182 25
	183 29
	184 32
	184 35
	181 38
	180 41
	177 43
	174 43
	171 43
	167 42
	164 39
	162 36
	160 33
	158 30
	156 26
	154 22
	153 19
	153 16
	152 13
	151 10
	152 7
	155 5
	158 3
	161 2
	165 1
	168 0
	171 0
	174 0
	177 0
	181 0
	185 1
	188 2
	191 2
	194 3
	199 4
	203 5
	206 7
	210 9
	213 10
	216 13
	220 16
	224 18
	227 19
	231 20
	236 22
	239 22
	242 23
	239 25
	236 26
	233 26
	230 26
	227 25
	224 25
	221 24
	218 22
	216 19
	214 16
	213 13
	213 10
	216 7
	219 6
	222 6
	225 5
	228 5
	231 5
	234 6
	237 9
	240 12
	241 15
	242 18
	243 21
	244 24
	245 27
	245 31
	246 34
	247 37
	248 40
	250 44
	251 47
	254 51
	255 54
	255 57
	256 60
	257 64
	257 67
	258 70
	259 73
	259 76
	255 72
	253 69
	252 66
	250 62
	248 58
	248 55
	245 50
	244 45
	243 42
	241 37
	241 34
	240 31
	239 28
	237 23
	235 16
	234 13
	234 10
	235 7
	240 4
	244 4
	247 4
	250 5
	251 5
.PEN_UP
.PEN_DOWN
	60 69
	63 69
	66 70
	69 70
	72 70
	75 69
	77 66
	77 63
	77 60
	77 56
	76 52
	74 47
	74 44
	73 41
	71 38
	70 35
	68 32
	67 29
	65 26
	64 23
	62 20
	59 14
	57 10
	55 7
	54 4
	52 1
	53 4
	55 7
	57 11
	60 15
	62 19
	64 22
	69 29
	73 32
	76 35
	79 38
	82 39
	85 40
	88 42
	91 42
	91 39
	90 36
	89 32
	88 28
	87 24
	86 21
	85 16
	85 11
	86 8
	88 5
	91 5
	95 7
	99 10
	102 12
	103 14
.PEN_UP
.PEN_DOWN
	122 39
	117 36
	114 34
	111 30
	110 27
	107 22
	106 19
	105 16
	104 13
	104 7
	105 4
	109 3
	113 3
	118 4
	122 6
	127 9
	131 13
	134 18
	135 23
	135 26
	135 31
	133 36
	130 39
	127 40
	124 40
	122 37
	123 36
.PEN_UP
.PEN_DOWN
	149 35
	146 32
	144 28
	142 24
	140 21
	139 18
	138 15
	137 12
	137 8
	137 5
	140 3
	144 4
	148 6
	151 8
	155 12
	158 14
	160 17
	162 20
	165 23
	166 26
	170 30
	172 33
	169 32
	167 29
	164 24
	162 20
	160 15
	160 12
	159 8
	159 5
	162 1
	166 0
	169 0
	173 0
	177 3
	183 8
	185 11
	187 14
	189 17
	191 21
	193 25
	194 29
	196 32
	198 35
	198 38
	195 40
	192 37
	191 34
	192 31
	194 28
	198 27
	202 29
	206 31
	206 32
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	79 69
	76 69
	73 69
	70 68
	67 66
	64 63
	61 61
	57 56
	54 54
	53 51
	50 47
	49 43
	47 40
	45 35
	44 31
	42 26
	42 19
	42 16
	42 13
	43 9
	44 5
	47 3
	51 1
	58 0
	61 0
	64 0
	67 0
	70 1
	75 4
	79 7
	81 10
	86 18
	87 21
	88 26
	89 30
	90 34
	91 39
	91 44
	91 48
	91 52
	91 55
	91 58
	91 63
	88 65
	86 63
.PEN_UP
.PEN_DOWN
	95 7
	98 8
	101 9
	104 10
	107 11
	110 12
	114 14
	118 17
	121 20
	125 24
	127 27
	129 30
	130 33
	131 36
	132 40
	134 43
	134 46
	135 50
	136 56
	137 59
	137 62
	138 65
	138 68
	139 71
	139 74
	140 78
	140 81
	139 84
	136 84
	133 84
	130 82
	127 79
	124 76
	122 73
	120 69
	119 66
	117 61
	115 57
	114 53
	113 49
	112 44
	111 40
	111 31
	111 27
	112 23
	112 20
	113 17
	114 13
	116 10
	121 7
	124 7
	127 7
.PEN_UP
.PEN_DOWN
	167 17
	170 19
	171 23
	171 26
	171 30
	171 33
	170 37
	168 40
	167 43
	164 46
	159 47
	156 47
	153 45
	149 43
	146 40
	144 35
	141 28
	141 25
	141 20
	141 16
	142 12
	145 9
	148 8
	152 8
	156 10
	160 14
	163 16
	167 21
	170 24
	173 28
	178 38
	180 42
	182 47
	184 52
	185 56
	187 61
	188 66
	190 70
	191 74
	191 77
	192 80
	192 84
	189 86
	187 83
	184 80
	183 77
	181 74
	180 70
	179 65
	176 60
	174 55
	173 50
	171 45
	170 41
	168 36
	168 32
	168 24
	168 21
	168 18
	169 13
	171 10
	173 7
	176 5
	179 4
	183 4
	184 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	59 112
	63 114
	66 116
	69 118
	72 120
	75 123
	77 126
	76 123
	75 119
	74 116
	72 111
	71 106
	70 103
	69 100
	68 96
	67 92
	66 88
	62 83
	60 70
	59 67
	58 64
	56 61
	55 58
	51 53
	50 50
	47 45
	44 40
	42 37
	42 39
.PEN_UP
.PEN_DOWN
	90 128
	94 129
	98 129
	102 126
	104 122
	105 119
	106 116
	107 113
	107 109
	107 102
	105 97
	103 93
	101 89
	98 86
	95 84
	89 83
	85 83
	82 83
	79 85
	77 88
	75 91
	74 94
	74 95
.PEN_UP
.PEN_DOWN
	127 73
	127 76
	126 79
	125 82
	123 85
	120 88
	116 88
	113 87
	110 86
	107 84
	104 81
	102 77
	99 72
	98 68
	98 65
	98 61
	98 57
	100 54
	103 52
	107 52
	110 53
	114 56
	118 59
	121 63
	122 66
	125 71
	126 74
	128 79
	128 82
	129 85
	128 82
	127 78
	127 71
	128 67
	130 64
	133 61
	136 59
	140 59
.PEN_UP
.PEN_DOWN
	173 71
	174 74
	176 77
	177 80
	177 83
	177 86
	177 89
	175 92
	173 95
	170 97
	166 99
	163 99
	159 99
	156 98
	152 95
	149 92
	147 88
	146 85
	145 80
	144 75
	144 71
	144 68
	145 65
	146 62
	149 61
	153 60
	160 61
	165 64
	168 65
	172 68
	175 72
	177 76
	179 82
	180 85
	177 84
	175 80
	174 77
	173 73
	171 66
	170 61
	170 58
	168 53
	167 50
	166 47
	166 44
	165 41
	164 38
	162 32
	161 29
	159 26
	158 23
	155 18
	154 15
	153 12
	148 4
	146 1
	143 0
	134 3
	132 7
	130 14
	130 18
	130 22
	130 25
	131 32
	133 35
	135 40
	138 44
	142 48
	146 50
	150 51
	154 51
	157 51
	161 51
	164 51
	168 51
	172 50
	176 50
.PEN_UP
.PEN_DOWN
	197 65
	204 66
	208 67
	211 68
	214 69
	218 71
	221 73
	225 78
	226 82
	226 86
	226 90
	225 94
	222 97
	218 99
	214 99
	210 99
	207 98
	204 97
	200 95
	195 92
	191 87
	187 82
	186 79
	184 76
	184 72
	184 69
	184 66
	184 63
	187 58
	188 55
	191 53
	195 50
	198 48
	201 48
	204 47
	209 47
	212 47
	220 48
	223 50
	226 51
	228 53
.PEN_UP
.PEN_DOWN
	72 73
	75 74
	78 76
	81 78
	84 79
	86 82
	84 79
	83 75
	81 72
	81 69
	79 64
	77 59
	76 56
	75 52
	75 49
	72 44
	71 40
	68 35
	65 30
	63 27
	60 22
	58 19
	55 17
	53 14
	50 11
	48 8
	49 8
.PEN_UP
.PEN_DOWN
	86 81
	90 82
	93 82
	97 82
	100 80
	103 78
	105 74
	107 70
	107 65
	107 62
	107 59
	105 52
	104 49
	102 45
	98 42
	95 39
	91 37
	88 36
	83 36
	80 37
	77 40
	76 44
	75 47
	75 52
	77 53
.PEN_UP
.PEN_DOWN
	99 7
	102 9
	105 11
	110 16
	114 19
	117 22
	120 26
	122 29
	125 34
	127 37
	129 44
	130 48
	131 51
	132 56
	132 59
	132 63
	132 67
	132 70
	132 74
	131 77
	129 80
	126 80
	123 76
	120 72
	117 66
	116 63
	114 59
	113 56
	111 53
	110 49
	108 46
	108 43
	107 40
	107 37
	107 34
	107 28
	110 23
	112 19
	115 16
	118 13
	122 10
	125 10
.PEN_UP
.PEN_DOWN
	153 18
	154 21
	156 24
	157 27
	157 30
	157 33
	156 37
	154 40
	151 43
	148 44
	144 43
	141 41
	138 36
	135 31
	134 28
	133 25
	133 22
	133 16
	135 12
	138 11
	141 11
	144 12
	147 14
	150 18
	151 22
	152 25
	153 28
	153 31
	153 34
	152 31
	152 28
	151 23
	151 20
	152 16
	152 12
	154 8
	156 5
	159 3
.PEN_UP
.PEN_DOWN
	196 32
	194 36
	192 39
	189 42
	186 42
	183 42
	180 41
	177 39
	173 37
	170 33
	168 30
	167 26
	166 23
	166 18
	166 14
	169 9
	172 5
	175 3
	178 1
	181 0
	184 0
	191 1
	194 3
	199 5
	202 7
	205 8
	208 10
	213 13
	216 16
	220 21
	222 24
	223 28
	224 31
	224 35
	223 38
	223 41
	220 42
	216 42
	213 42
	208 37
	206 34
	205 31
	204 26
	204 22
	204 18
	205 15
	207 12
	210 10
	214 8
	218 7
	222 6
	226 5
	229 5
	232 6
	234 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	75 7
	72 6
	69 8
	66 10
	62 13
	59 16
	57 19
	55 22
	54 26
	54 30
	54 33
	54 36
	55 39
	56 42
	58 47
	60 50
	64 54
	69 58
	74 62
	79 64
	83 66
	87 68
	91 69
	95 69
	98 69
	101 68
	103 65
	104 62
	105 59
	106 56
	107 53
	108 49
	108 44
	108 39
	108 36
	107 30
	107 27
	105 22
	103 17
	101 13
	98 9
	95 6
	92 4
	89 2
	85 0
	82 0
	79 1
	77 4
	76 7
	75 11
	75 14
	75 19
	75 22
	76 25
	78 28
	81 29
	85 30
	88 30
	92 29
	95 27
	98 25
	100 21
	102 18
	104 15
	105 12
	109 9
	112 8
	116 8
	119 9
	120 9
.PEN_UP
.PEN_DOWN
	131 40
	128 38
	125 35
	122 30
	120 25
	118 22
	117 19
	117 16
	116 9
	116 6
	118 3
	121 2
	124 2
	128 3
	133 5
	138 8
	141 10
	143 13
	146 15
	148 18
	150 21
	152 25
	153 28
	155 31
	156 35
	157 39
	158 42
	155 42
	153 39
	152 36
	151 32
	151 29
	150 24
	149 19
	148 15
	148 11
	148 8
	150 5
	153 5
	155 5
.PEN_UP
.PEN_DOWN
	166 22
	169 21
	172 21
	177 21
	183 21
	186 21
	189 21
	193 22
	197 24
	200 25
	202 28
	203 34
	203 38
	201 42
	197 45
	194 46
	189 46
	185 46
	182 45
	177 44
	173 41
	170 38
	167 34
	166 27
	166 22
	166 19
	168 15
	170 11
	173 8
	176 5
	180 3
	184 3
	188 3
	191 4
	195 5
	198 7
	204 9
	208 11
	212 14
	215 17
	219 20
	223 24
	226 29
	228 32
	230 36
	231 39
	233 42
	234 45
	232 42
	231 39
	231 36
	231 33
	232 29
	232 26
	232 23
	232 20
	231 17
	230 13
	228 10
	225 8
	222 5
	219 6
	217 10
	215 13
	214 16
	211 17
	213 14
	216 13
	219 11
	222 10
	226 9
	229 9
	233 9
	237 10
	240 11
	243 11
	246 13
	250 14
	254 16
	257 18
	260 20
	263 22
	266 25
	269 29
	270 32
	271 35
	273 38
	274 41
	276 45
	277 48
	277 51
	278 55
	279 60
	279 66
	279 69
	279 72
	276 72
	274 68
	272 64
	270 61
	269 58
	266 49
	265 46
	264 43
	263 40
	263 36
	262 31
	262 28
	262 25
	262 21
	264 15
	267 12
	271 10
	274 9
	278 9
	281 9
.PEN_UP
.PEN_DOWN
	256 44
	262 44
	267 42
	270 41
	273 41
	278 39
	282 38
	285 37
	288 37
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	56 74
	57 77
	59 80
	62 83
	65 85
	69 87
	72 89
	76 89
	79 86
	80 83
	80 80
	79 75
	78 69
	78 66
	77 62
	76 59
	75 55
	74 50
	72 46
	71 41
	69 37
	67 33
	65 28
	63 24
	59 16
	57 13
	55 10
	54 7
	51 3
	49 0
	47 3
	47 6
	49 10
	51 14
	52 17
	54 21
	57 25
	58 28
	60 31
	64 36
	66 39
	68 42
	70 46
	72 50
	74 54
	76 58
	78 62
	81 70
	83 73
	85 76
	89 81
	93 84
	97 88
	101 90
	107 90
	110 90
	113 89
	116 86
	117 83
	117 78
	117 75
	117 72
	116 68
	115 64
	113 61
	110 55
	107 52
	103 48
	98 46
	94 44
	91 44
	87 46
	84 49
	82 53
	82 56
	85 59
	88 59
	91 58
	93 54
	94 51
	95 48
	96 45
	97 41
	98 38
	98 35
	99 31
	100 28
	101 24
	102 21
	104 18
	107 18
	111 18
	115 21
	116 22
.PEN_UP
.PEN_DOWN
	124 36
	127 34
	131 33
	135 33
	140 33
	143 33
	147 33
	151 34
	155 36
	158 38
	161 43
	161 47
	161 51
	160 54
	158 57
	154 60
	151 60
	148 60
	144 59
	140 58
	137 56
	132 53
	129 50
	127 45
	126 41
	125 38
	125 33
	125 29
	125 25
	127 22
	130 19
	134 16
	139 16
	145 17
	151 20
	155 22
	158 23
	162 25
	165 28
	168 30
	171 32
	174 35
	178 39
	181 42
	184 45
	187 48
	189 51
	191 54
	194 58
	195 61
	192 62
	189 61
	186 58
	183 53
	180 50
	178 46
	177 43
	174 39
	172 35
	171 30
	170 27
	170 24
	171 21
	174 20
	177 20
	181 21
	184 22
	188 23
	191 23
	194 24
	197 26
	200 29
	201 32
	202 35
	203 40
	204 48
	204 51
	204 54
	204 57
	201 59
	200 56
	201 52
	201 49
	201 46
	202 42
	203 37
	205 34
	207 31
	210 29
	214 26
	218 23
	221 23
	222 24
.PEN_UP
.PEN_DOWN
	240 28
	242 31
	243 34
	242 37
	241 42
	241 45
	241 48
	237 51
	234 53
	230 53
	227 52
	224 49
	221 46
	218 42
	217 39
	217 33
	217 29
	218 25
	222 22
	225 20
	228 20
	232 21
	236 23
	240 26
	244 31
	246 34
	248 38
	250 42
	252 47
	257 58
	259 63
	261 67
	263 71
	264 74
	265 77
	266 80
	267 83
	267 86
	267 89
	264 91
	260 88
	257 82
	255 79
	254 76
	252 70
	251 67
	250 64
	249 60
	249 57
	248 53
	248 49
	247 42
	247 38
	247 35
	247 32
	247 29
	247 26
	247 23
	248 18
	248 14
	250 10
	253 9
	257 11
	260 13
.PEN_UP
.PEN_DOWN
	77 75
	80 75
	83 75
	87 74
	87 71
	87 68
	87 64
	86 60
	84 56
	82 52
	80 47
	77 42
	76 39
	75 36
	73 33
	71 30
	70 27
	68 24
	67 21
	64 18
	61 14
	58 13
	55 11
	54 14
	57 17
	59 20
	61 24
	64 28
	65 31
	68 36
	70 39
	73 44
	76 48
	81 54
	84 57
	86 60
	89 63
	91 67
	95 70
	98 72
	101 74
	105 75
	108 75
	111 75
	114 74
	115 71
	116 67
	116 64
	116 61
	116 58
	116 55
	114 52
	112 49
	110 45
	106 42
	102 40
	99 38
	95 38
	92 38
	89 40
	87 44
	87 47
	87 50
	90 50
	93 50
	96 47
	97 44
	98 41
	98 37
	98 34
	99 31
	99 27
	100 23
	101 20
	102 16
	103 13
	104 9
	107 6
	111 6
	114 7
	116 9
.PEN_UP
.PEN_DOWN
	140 40
	137 41
	133 41
	129 41
	125 39
	122 36
	119 31
	117 26
	117 23
	117 20
	118 16
