


.DATE		Jul. 93
.STYLE		MIXED
.WRITER_ID	kclee
	227 65
	234 64
	237 64
	241 63
	244 63
	248 62
	252 62
	255 61
	252 61
	249 61
	248 62
.PEN_UP
.PEN_DOWN
	229 63
	228 60
	228 57
	227 53
	225 48
	224 45
	223 42
	221 35
	219 32
	218 28
	217 25
	216 22
	214 19
	214 16
	212 11
	211 8
	211 5
	210 2
	210 5
	210 8
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	57 74
	61 77
	64 78
	67 80
	71 80
	74 80
	76 77
	79 74
	82 69
	85 66
	88 65
	92 64
	95 64
	99 65
	103 67
	105 70
	102 71
	99 69
	97 66
	94 63
	92 60
	92 57
	89 53
	87 48
	85 43
	83 40
	82 37
	80 34
	78 30
	77 27
	75 23
	72 20
	70 16
	68 13
	66 10
	60 4
	58 1
	54 0
	50 1
	47 3
	43 6
	40 9
	37 12
	35 15
	35 18
	35 21
	36 22
.PEN_UP
.PEN_DOWN
	55 34
	58 34
	62 34
	66 34
	71 35
	75 37
	78 37
	82 38
	85 39
	88 40
	89 36
	89 33
	92 31
	96 31
	99 32
	100 33
.PEN_UP
.PEN_DOWN
	123 70
	126 69
	127 66
	127 63
	126 60
	124 55
	122 50
	120 47
	118 42
	115 36
	114 33
	112 30
	111 27
	109 24
	107 21
	106 18
	103 13
	99 9
	96 5
	93 3
	91 0
	91 3
	94 6
	97 10
	99 14
	102 18
	104 24
	106 27
	107 30
	108 34
	110 37
	111 40
	113 43
	114 46
	118 50
	122 56
	126 59
	130 62
	134 64
	138 67
	142 70
	147 72
	150 74
	154 74
	157 74
	160 70
	161 66
	161 63
	161 60
	161 56
	159 49
	157 45
	156 42
	153 38
	151 35
	149 32
	145 29
	142 27
	139 26
	136 26
	133 26
	130 28
	127 29
	125 32
	123 35
	123 38
	125 41
	128 43
	131 42
	134 41
	136 38
	137 35
	137 32
	137 28
	137 25
	138 21
	139 18
	140 15
	142 11
	145 8
	149 7
	153 7
	157 9
	160 12
	162 16
.PEN_UP
.PEN_DOWN
	218 73
	214 72
	211 71
	207 71
	204 70
	200 69
	197 67
	194 65
	191 62
	188 58
	185 54
	183 51
	181 45
	180 41
	178 38
	177 35
	177 32
	176 28
	176 25
	176 22
	176 19
	176 16
	176 12
	177 8
	179 5
	181 2
	184 1
	188 1
	195 2
	198 3
	203 5
	207 7
	210 9
	214 12
	217 15
	219 18
	222 23
	224 28
	226 32
	227 35
	229 38
	230 41
	232 46
	233 50
	233 55
	233 58
	231 62
	230 66
	227 70
	224 71
	221 70
	218 68
	218 65
	218 62
	218 59
	220 56
	223 53
	226 52
	230 52
	233 52
	236 52
	238 54
.PEN_UP
.PEN_DOWN
	249 70
	252 70
	255 69
	258 69
	261 68
	264 67
	267 64
	266 60
	265 56
	263 52
	261 48
	259 45
	256 40
	254 37
	252 34
	249 28
	247 25
	244 20
	242 17
	239 12
	236 9
	233 5
	233 9
	236 13
	238 16
	241 19
	244 23
	247 27
	251 32
	254 34
	258 39
	261 41
	263 44
	266 46
	270 50
	274 53
	278 56
	283 59
	286 61
	289 62
	292 63
	295 61
	296 58
	296 54
	293 50
	291 47
	288 43
	285 39
	284 36
	280 30
	278 26
	277 21
	275 17
	274 14
	272 10
	272 7
	271 4
	271 1
	273 4
	275 7
	278 11
	280 14
	281 18
	283 22
	284 26
	287 29
	288 33
	290 36
	292 39
	295 42
	297 45
	301 48
	303 51
	306 53
	309 56
	312 59
	315 59
	317 56
	318 53
	317 49
	316 46
	315 42
	313 39
	312 35
	311 32
	310 27
	310 24
	310 21
	310 18
	310 15
	311 12
	313 9
	315 6
	319 5
	323 6
	327 7
	330 9
	334 11
	337 14
	339 18
	340 19
.PEN_UP
.PEN_DOWN
	89 70
	91 73
	91 76
	90 79
	89 83
	87 86
	82 88
	78 90
	73 91
	69 93
	66 94
	63 95
	59 94
	56 93
	53 90
	50 87
	48 83
	44 77
	42 72
	40 69
	40 66
	39 63
	39 60
	39 57
	42 54
	45 53
	49 52
	53 52
	57 52
	61 52
	66 53
	70 54
	73 55
	77 56
	81 58
	84 60
	86 63
	89 66
	90 69
	87 69
	86 66
	84 62
	83 59
	81 56
	79 52
	78 49
	76 44
	75 41
	74 37
	72 33
	71 30
	69 27
	67 24
	65 21
	62 17
	60 14
	58 11
	55 8
	53 5
	50 2
	47 0
	44 0
	41 0
	38 3
	35 6
	34 9
	32 12
	31 15
	31 18
	32 21
	32 24
	34 27
	36 30
	39 32
	43 35
	46 36
	51 39
	54 40
	57 40
	61 40
	64 40
	69 39
	72 39
	77 38
	82 37
	85 37
	90 37
	95 37
	99 38
	103 38
	106 39
.PEN_UP
.PEN_DOWN
	154 47
	154 50
	154 53
	154 56
	153 59
	152 62
	151 65
	149 69
	146 72
	142 75
	139 77
	136 79
	133 80
	130 80
	127 80
	124 80
	121 79
	118 78
	114 75
	112 72
	109 68
	106 64
	105 61
	102 57
	101 54
	99 49
	98 44
	98 39
	98 35
	99 32
	100 29
	103 25
	106 23
	109 21
	112 21
	116 21
	119 21
	124 23
	129 25
	133 29
	138 33
	142 38
	144 41
	147 45
	150 50
	152 53
	154 56
	155 59
	156 63
	156 66
	156 69
	153 67
	151 64
	150 60
	148 56
	147 51
	147 46
	147 42
	147 39
	147 35
	149 31
	151 27
	153 24
	156 22
	159 21
	162 22
.PEN_UP
.PEN_DOWN
	181 78
	185 81
	188 81
	192 81
	195 81
	198 78
	198 75
	198 71
	196 66
	194 63
	193 60
	191 56
	187 49
	185 46
	182 42
	181 39
	178 34
	175 30
	172 27
	170 24
	168 21
	168 24
	170 28
	173 32
	176 37
	179 41
	183 45
	186 49
	190 53
	193 55
	197 59
	201 62
	204 64
	208 67
	213 70
	216 71
	219 72
	221 69
	220 66
	219 63
	218 60
	215 56
	212 51
	209 46
	205 41
	202 38
	200 35
	198 32
	195 29
	194 26
	192 22
	189 19
	190 22
	193 26
	196 29
	198 32
	201 35
	204 39
	207 43
	209 46
	211 49
	213 52
	217 57
	220 61
	223 64
	226 67
	229 69
	232 71
	235 72
	238 74
	241 75
	244 75
	247 74
	247 71
	245 67
	243 64
	240 60
	236 54
	234 50
	233 47
	232 42
	232 38
	232 35
	232 31
	232 28
	234 24
	236 21
	239 18
	242 15
	245 14
	248 14
	251 15
	252 16
.PEN_UP
.PEN_DOWN
	303 69
	304 72
	304 75
	304 78
	302 82
	299 85
	296 87
	293 88
	289 89
	285 89
	281 89
	278 89
	274 88
	271 85
	269 82
	266 79
	265 76
	263 72
	262 68
	261 61
	261 58
	263 54
	266 51
	270 49
	274 47
	277 47
	281 47
	285 48
	288 49
	292 52
	295 56
	295 59
	292 62
	289 63
	286 63
	282 64
	279 64
	276 63
	273 61
	270 59
	268 56
	265 53
	263 49
	260 45
	260 42
	258 38
	257 34
	257 31
	257 28
	258 25
	260 22
	262 19
	265 17
	269 16
	272 15
	275 14
	278 14
	285 14
	288 15
	291 15
	295 15
	298 16
	301 17
	304 18
	307 20
	312 24
	318 31
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	105 66
	105 69
	104 72
	102 75
	99 77
	95 78
	89 78
	85 78
	82 77
	79 77
	75 77
	72 76
	69 75
	66 74
	63 72
	60 69
	58 66
	56 62
	54 59
	53 56
	52 52
	50 48
	49 44
	49 41
	48 37
	48 33
	48 29
	49 25
	50 21
	51 18
	52 15
	54 12
	57 9
	60 7
	63 6
	66 5
	69 5
	72 5
	76 6
	79 7
	82 8
	87 11
	91 13
	95 15
	98 17
	101 19
	102 22
.PEN_UP
.PEN_DOWN
	91 29
	94 31
	98 31
	102 33
	105 34
	109 35
	112 36
	109 34
	107 31
	105 27
	103 24
	101 20
	99 16
	98 13
	96 10
	96 11
.PEN_UP
.PEN_DOWN
	163 76
	160 78
	157 79
	154 79
	150 77
	147 76
	144 74
	140 71
	134 67
	131 64
	129 61
	126 56
	122 51
	121 48
	120 45
	119 42
	118 39
	117 34
	117 31
	117 27
	117 24
	117 20
	118 16
	119 12
	122 9
	124 6
	125 3
	128 2
	132 0
	137 0
	142 2
	146 4
	149 6
	152 7
	156 10
	160 13
	163 16
	165 20
	168 24
	170 29
	171 32
	172 35
	174 42
	174 45
	174 48
	174 51
	173 54
	171 58
	169 61
	167 64
	166 60
	166 57
	169 55
	172 55
	176 56
	180 56
	181 57
.PEN_UP
.PEN_DOWN
	212 71
	209 72
	206 71
	202 69
	199 66
	196 62
	193 58
	190 54
	189 51
	187 48
	186 45
	185 42
	183 37
	181 32
	180 26
	179 23
	179 19
	180 15
	181 12
	184 9
	186 6
	189 5
	192 4
	196 4
	199 4
	203 4
	206 4
	209 3
	212 3
	215 4
	218 6
	221 9
	224 12
	227 16
	230 20
	232 23
	235 26
	238 31
	240 35
	241 39
	242 44
	242 47
	242 52
	243 56
	243 59
	243 62
	242 65
	241 68
	239 72
	236 74
	233 74
	230 73
	228 70
	227 66
	229 63
	232 63
	235 63
	239 64
	242 64
	245 63
.PEN_UP
.PEN_DOWN
	282 76
	281 73
	279 69
	276 65
	275 62
	274 59
	272 56
	271 53
	267 46
	266 43
	264 40
	261 35
	259 32
	255 28
	253 23
	250 19
	248 16
	247 12
	246 9
	247 13
	249 17
	252 21
.PEN_UP
.PEN_DOWN
	288 69
	291 70
	294 71
	297 71
	300 71
	303 70
	306 68
	307 65
	308 62
	309 59
	309 56
	309 53
	309 50
	308 46
	307 42
	306 39
	306 36
	304 33
	302 29
	300 26
	297 24
	294 21
	289 18
	286 16
	283 14
	279 13
	275 13
	271 13
	268 13
	265 13
	262 13
	259 13
	256 15
	255 18
	256 18
.PEN_UP
.PEN_DOWN
	59 84
	62 84
	65 82
	66 79
	67 75
	67 71
	67 67
	66 64
	66 61
	65 58
	64 55
	63 52
	63 49
	62 45
	60 38
	58 34
	57 31
	56 27
	54 23
	53 19
	51 15
	50 12
	48 9
	48 6
	44 0
	45 4
	45 5
.PEN_UP
.PEN_DOWN
	106 80
	106 77
	105 74
	104 70
	102 64
	101 61
	100 58
	99 55
	97 51
	96 48
	95 44
	94 40
	92 37
	90 34
	89 31
	88 28
	86 24
	84 20
	83 17
	84 20
	84 23
	85 26
	86 29
	86 32
	87 35
	87 38
	87 41
	86 44
	85 47
	84 50
	83 53
	80 55
	77 55
	74 53
	73 50
	73 47
	73 44
	75 41
	78 38
	82 38
	85 38
	88 39
	92 40
	96 41
	100 42
	102 42
.PEN_UP
.PEN_DOWN
	166 73
	166 76
	166 79
	165 82
	162 84
	158 87
	155 88
	152 88
	148 87
	144 87
	141 87
	136 85
	133 83
	131 80
	128 77
	125 73
	124 70
	123 67
	122 64
	119 57
	118 53
	117 50
	116 46
	115 42
	115 39
	115 36
	115 33
	115 29
	116 25
	118 22
	121 20
	124 20
	129 20
	133 20
	140 23
	145 26
	149 29
	153 32
	156 36
	160 40
	163 47
	166 52
	168 57
	170 61
	171 65
	171 68
	168 69
	166 65
	164 62
	164 59
	163 55
	163 51
	163 47
	165 41
	166 37
	168 34
	170 31
	173 29
	176 28
	179 28
	180 29
.PEN_UP
.PEN_DOWN
	195 21
	199 23
	202 25
	206 27
	213 30
	217 32
	221 35
	225 38
	229 42
	233 46
	236 50
	238 53
	240 56
	243 60
	246 64
	248 68
	250 71
	251 75
	251 78
	251 81
	250 84
	249 87
	248 91
	247 94
	244 96
	241 97
	238 96
	235 95
	233 92
	231 89
	229 86
	228 83
	228 80
	228 77
	230 74
	231 71
	233 68
	235 65
	238 61
	240 57
	242 54
	244 50
	245 47
	246 44
	247 41
	247 38
	247 34
	247 31
	247 28
	247 25
	247 22
	245 19
	245 16
	241 13
	238 11
	235 11
	231 11
	228 12
	222 13
	219 14
	216 15
	213 16
	210 18
	206 22
	204 25
	203 28
	202 31
	202 34
	205 36
	208 34
	210 31
	211 28
	213 25
	216 25
	217 26
.PEN_UP
.PEN_DOWN
	58 76
	61 77
	64 77
	67 77
	70 76
	73 72
	73 69
	73 64
	72 59
	71 56
	71 52
	70 49
	68 45
	66 36
	64 32
	62 27
	60 23
	59 19
	57 15
	55 12
	52 8
	49 4
	46 1
	45 4
	47 7
.PEN_UP
.PEN_DOWN
	109 66
	108 63
	107 60
	105 57
	104 54
	103 50
	101 47
	99 43
	98 40
	96 36
	95 32
	93 29
	90 22
	89 19
	86 14
	85 10
	83 6
	81 3
	80 0
	81 3
	82 8
	83 11
	84 15
	85 19
	85 22
	86 27
	86 31
	86 35
	86 39
	85 42
	84 45
	82 48
	79 50
	76 50
	73 49
	71 46
	71 43
	72 38
	75 36
	79 35
	84 35
	87 35
	91 36
	94 37
	97 38
.PEN_UP
.PEN_DOWN
	162 74
	159 75
	155 76
	151 77
	145 76
	142 76
	138 75
	135 74
	131 71
	129 68
	128 65
	126 61
	125 58
	125 55
	125 52
	126 49
	129 46
	132 45
	136 44
	139 44
	143 44
	147 44
	148 47
	146 51
	143 53
	140 54
	137 54
	134 53
	130 51
	127 48
	124 45
	122 42
	119 39
	118 36
	116 32
	116 29
	116 26
	118 22
	121 19
	124 17
	128 15
	132 14
	136 14
	139 14
	143 15
	146 15
	147 16
.PEN_UP
.PEN_DOWN
	209 69
	205 70
	202 69
	199 67
	196 64
	194 60
	190 56
	188 52
	186 48
	183 43
	181 38
	180 35
	177 31
	176 28
	173 24
	170 21
	168 18
	165 15
	161 11
	158 8
	155 7
	152 8
	150 11
	150 14
	150 17
	152 20
	155 23
	158 25
	161 24
	163 21
	165 18
	166 14
	169 11
	172 8
	175 7
	179 5
	182 4
	185 4
	188 4
	191 4
	195 5
	196 6
.PEN_UP
.PEN_DOWN
	244 69
	242 66
	240 63
	238 59
	236 55
	234 52
	232 49
	231 46
	229 43
	227 40
	225 36
	223 32
	220 29
	218 25
	216 22
	215 19
	212 15
	210 12
	208 9
	205 7
	206 10
	208 13
	210 16
	213 21
	214 24
	216 27
	218 32
	220 36
	222 39
	225 45
	228 49
	231 52
	234 55
	237 58
	241 61
	246 66
	250 68
	254 71
	258 72
	261 72
	264 73
	268 73
	271 72
	274 72
	277 70
	279 67
	279 64
	279 60
	279 56
	278 53
	277 49
	275 45
	273 42
	271 39
	268 35
	264 32
	261 30
	258 28
	253 27
	250 27
	246 27
	243 27
	240 29
	237 31
	234 35
	233 38
	231 41
	230 44
.PEN_UP
.PEN_DOWN
	52 85
	55 84
	58 81
	60 77
	60 74
	60 70
	60 65
	60 62
	59 59
	58 55
	57 52
	55 46
	54 43
	53 39
	52 35
	50 32
	49 27
	47 24
	45 20
	44 16
	42 13
	40 10
	37 6
	35 2
	32 0
	32 3
	34 6
.PEN_UP
.PEN_DOWN
	106 80
	103 77
	102 72
	99 67
	98 64
	97 61
	95 57
	93 53
	92 49
	91 46
	89 42
	87 39
	86 35
	84 32
	83 29
	80 23
	79 20
	76 15
	74 11
	73 8
	72 5
	71 8
	72 11
	74 14
	76 17
	76 20
	77 23
	77 26
	77 32
	77 35
	77 38
	77 41
	77 44
	75 49
	73 52
	70 55
	67 55
	64 55
	60 55
	58 52
	56 49
	56 46
	56 43
	60 40
	63 39
	66 39
	71 39
	76 41
	79 42
	83 43
	86 45
	89 46
	90 46
.PEN_UP
.PEN_DOWN
	120 47
	118 51
	117 54
	116 58
	116 61
	116 65
	116 68
	117 71
	119 75
	121 78
	124 80
	127 81
	130 79
	130 76
	130 73
	130 69
	130 64
	129 59
	129 55
	128 52
	127 49
	127 46
	126 43
	124 37
	123 34
	122 31
	119 26
	117 21
	114 17
	112 14
	107 10
	104 10
	100 10
	97 13
	96 17
	96 21
	96 24
	97 27
	98 29
.PEN_UP
.PEN_DOWN
	132 16
	135 18
	138 18
	142 21
	146 23
	149 26
	153 28
	156 30
	159 33
	162 36
	162 40
	169 44
	172 48
	175 52
	178 55
	180 58
	182 61
	183 65
	184 68
	185 73
	185 76
	186 79
	185 82
	182 84
	179 85
	176 84
	173 83
	171 80
	171 77
	171 73
	171 69
	171 66
	171 63
	171 60
	171 57
	172 54
	172 49
	172 46
	173 42
	173 39
	173 36
	173 33
	174 30
	174 27
	174 24
	175 21
	174 18
	174 15
	173 12
	171 9
	168 6
	165 4
	162 4
	159 4
	156 4
	152 5
	148 5
	144 6
	141 8
	138 11
	136 14
	134 17
	133 20
	134 23
	135 26
	136 23
	138 20
	141 18
	143 21
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	53 63
	57 62
	60 62
	63 62
	67 62
	70 62
	73 63
	76 62
	75 63
.PEN_UP
.PEN_DOWN
	67 60
	67 57
	66 54
	65 50
	64 47
	63 43
	62 40
	61 36
	59 32
	58 28
	57 24
	56 21
	55 18
	54 14
	54 11
	54 8
	53 8
.PEN_UP
.PEN_DOWN
	48 1
	51 1
	54 2
	57 3
	60 3
	63 4
	64 4
.PEN_UP
.PEN_DOWN
	125 48
	125 51
	122 53
	119 55
	116 57
	113 60
	110 62
	107 63
	104 64
	101 64
	98 64
	95 64
	92 63
	89 61
	85 58
	83 55
	81 52
	81 49
	81 46
	82 43
	83 40
	85 37
	89 34
	92 32
	95 31
	98 30
	101 29
	104 27
	107 24
	109 21
	109 18
	109 15
	108 12
	107 9
	106 6
	103 3
	100 1
	97 0
	94 0
	89 1
	86 2
	83 4
	82 7
	82 10
	84 11
.PEN_UP
.PEN_DOWN
	57 37
	54 37
	53 40
	52 43
	50 46
	49 51
	49 56
	49 60
	50 64
	51 67
	53 70
	56 72
	59 72
	62 72
	65 70
	66 66
	67 63
	67 59
	67 54
	66 47
	66 44
	65 40
	65 37
	64 32
	62 27
	62 24
	60 19
	57 14
	54 10
	52 6
	49 3
	45 1
	42 0
	38 0
	35 0
	32 2
	31 6
	31 9
	31 10
.PEN_UP
.PEN_DOWN
	86 58
	90 61
	93 62
	96 63
	99 63
	102 62
	103 58
	105 54
	107 51
	111 50
	114 50
	117 51
	120 53
	123 55
	124 58
	121 59
	118 56
	117 53
	115 49
	113 46
	111 41
	111 38
	111 33
	111 30
	105 27
	103 24
	100 19
	98 15
	94 10
	91 7
	88 6
	84 5
	81 5
	77 6
	75 9
	75 12
	76 15
	78 17
.PEN_UP
.PEN_DOWN
	123 10
	127 12
	130 14
	133 16
	137 18
	141 21
	145 23
	148 25
	153 29
	156 30
	159 33
	162 36
	166 40
	169 45
	172 50
	175 55
	176 58
	178 62
	178 65
	178 68
	176 71
	173 73
	170 75
	167 75
	164 75
	161 74
	158 71
	157 68
	157 65
	158 61
	158 57
	159 53
	160 47
	161 43
	162 40
	163 37
	163 34
	164 31
	164 26
	164 23
	164 20
	163 16
	162 12
	161 9
	159 6
	156 4
	153 4
	150 4
	146 6
	143 8
	140 10
	137 12
	134 15
	132 18
	131 21
	130 24
	131 27
	134 26
	136 23
	137 20
	138 17
	140 17
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	76 35
	73 35
	70 36
	67 37
	64 38
	60 40
	57 42
	55 45
	53 50
	53 53
	52 56
	52 59
	52 62
	52 66
	53 69
	55 72
	58 74
	61 74
	64 72
	65 69
	65 66
	65 63
	65 60
	65 56
	65 53
	64 50
	64 46
	64 43
	64 39
	62 34
	61 30
	60 26
	59 23
	57 20
	55 15
	53 12
	51 9
	48 6
	46 3
	43 1
	40 0
	38 4
	38 7
	38 10
	38 13
	38 16
	39 20
	39 23
	41 26
	44 29
	48 32
	51 34
	55 35
	58 36
	61 36
	63 35
.PEN_UP
.PEN_DOWN
	107 64
	104 64
	101 63
	98 61
	95 58
	92 54
	90 51
	87 45
	85 40
	83 36
	81 31
	80 27
	79 23
	79 18
	80 15
	81 12
	83 9
	86 8
	89 8
	92 9
	95 11
	98 13
	101 15
	104 16
	107 19
	110 21
	111 24
	113 29
	115 33
	117 38
	118 43
	119 47
	120 50
	120 53
	119 56
	118 59
	116 62
	113 63
	110 63
	107 61
	107 58
	108 55
	111 54
	114 54
	117 54
	120 54
	122 54
.PEN_UP
.PEN_DOWN
	148 65
	150 68
	153 70
	156 71
	158 68
	158 65
	160 61
	161 58
	164 55
	167 54
	170 54
	173 55
	176 56
	179 58
	182 60
	185 63
	184 66
	181 67
	179 64
	177 61
	176 58
	174 55
	172 52
	170 49
	169 46
	167 43
	165 40
	163 37
	161 33
	159 29
	155 24
	152 20
	150 17
	146 13
	143 10
	140 8
	137 8
	134 9
	131 13
	129 17
	127 20
	126 23
	126 26
	129 29
	132 32
	135 34
	138 34
	141 34
	145 33
	148 31
	151 30
	154 29
	158 28
	161 28
	165 28
	168 28
	172 29
	175 30
	177 31
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	58 72
	61 72
	64 73
	67 73
	70 72
	71 69
	71 65
	71 62
	70 55
	70 52
	69 48
	68 45
	67 41
	66 38
	64 34
	63 31
	61 28
	60 25
	58 22
	53 15
	50 11
	46 8
	43 6
	40 5
	40 4
.PEN_UP
.PEN_DOWN
	94 69
	93 66
	92 63
	91 59
	88 53
	86 49
	85 46
	82 42
	79 39
	76 36
	73 34
	70 32
	67 32
	64 33
	64 36
	64 39
	65 42
	68 43
	71 41
	72 38
	73 35
	73 32
	73 29
	73 25
	73 22
	73 19
	73 15
	73 12
	73 8
	74 5
	75 2
	78 0
	81 0
	84 2
	87 3
	88 4
.PEN_UP
.PEN_DOWN
	111 65
	114 67
	117 67
	119 64
	119 61
	119 57
	118 53
	117 48
	115 44
	115 41
	113 37
	112 34
	110 30
	110 27
	108 22
	105 18
	102 14
	100 11
	97 8
	96 5
	94 2
	94 5
	96 8
	98 11
	100 14
	102 17
	104 21
	107 25
	110 29
	112 32
	115 37
	118 39
	119 42
	123 45
	127 48
	130 50
	133 52
	136 54
	139 56
	144 59
	147 60
	150 60
	153 60
	154 57
	153 54
	152 51
	152 48
	150 45
	148 40
	146 36
	144 33
	142 28
	140 25
	138 21
	137 16
	136 12
	135 9
	135 6
	136 3
	141 2
	144 2
	147 3
	151 5
.PEN_UP
.PEN_DOWN
	178 62
	174 59
	171 56
	169 53
	168 50
	166 47
	165 44
	163 40
	162 36
	161 33
	159 26
	158 22
	158 19
	158 14
	158 10
	160 6
	162 3
	168 1
	172 1
	175 1
	178 2
	183 4
	186 6
	191 9
	196 13
	200 19
	202 22
	203 25
	205 28
	206 31
	208 34
	210 39
	211 42
	212 45
	213 48
	213 55
	213 59
	213 62
	210 64
	207 65
	202 66
	199 66
	196 66
	193 66
	190 66
	187 65
	185 62
	185 59
	185 56
	189 53
	194 50
	199 50
	204 50
	207 51
	211 52
	214 53
	218 55
.PEN_UP
.PEN_DOWN
	234 63
	230 59
	228 56
	225 51
	222 43
	221 40
	219 35
	219 32
	218 27
	218 24
	218 20
	218 16
	219 13
	220 10
	222 7
	226 5
	229 5
	234 6
	238 8
	242 11
	246 14
	249 16
	253 20
	256 22
	262 28
	265 32
	269 36
	272 40
	274 43
	277 48
	279 53
	282 57
	283 61
	284 64
	283 67
	279 66
	277 63
	274 59
	270 55
	269 52
	265 45
	264 42
	262 37
	259 33
	257 28
	255 24
	252 18
	251 14
	251 11
	251 8
	252 5
	255 1
	258 0
	262 0
	266 1
	270 3
	273 4
	276 5
	279 8
	282 11
	285 15
	289 19
	293 24
	296 28
	299 32
	301 35
	304 39
	306 42
	309 49
	311 54
	312 57
	313 61
	313 64
	312 61
	314 58
	317 56
	321 56
	324 56
	325 58
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	78 77
	78 74
	77 71
	77 68
	76 64
	76 60
	76 57
	75 53
	74 49
	73 45
	72 41
	71 37
	70 34
	69 28
	67 25
	66 21
	64 18
	62 15
	61 12
	58 9
	55 7
	52 8
	49 9
	47 12
	46 15
	46 18
	47 21
	50 22
	53 23
	56 21
	57 18
	58 15
	59 12
	61 9
	65 6
	67 3
	71 2
	74 1
	78 1
	80 2
.PEN_UP
.PEN_DOWN
	131 64
	130 67
	127 70
	124 72
	121 73
	116 74
	112 74
	109 72
	105 70
	103 67
	101 64
	100 60
	98 56
	98 53
	98 49
	98 46
	99 42
	100 39
	104 36
	108 34
	112 32
	115 32
	119 33
	123 34
	126 36
	128 39
	126 42
	123 45
	120 45
	117 43
	114 42
	111 40
	108 37
	105 34
	104 31
	102 28
	101 25
	100 22
	100 18
	100 15
	101 12
	102 9
	103 6
	106 3
	109 1
	112 0
	116 1
	120 2
	124 4
	129 6
	130 7
.PEN_UP
.PEN_DOWN
	149 69
	153 68
	156 68
	159 68
	163 68
	167 67
	173 67
	177 66
	180 66
	183 66
	186 66
	189 66
	185 68
	184 68
.PEN_UP
.PEN_DOWN
	168 63
	167 60
	167 57
	166 54
	165 51
	164 47
	163 42
	163 39
	161 34
	161 31
	160 27
	159 24
	159 21
	158 18
	157 15
	156 11
	156 8
	156 5
	156 2
	156 5
	157 8
	157 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	60 70
	63 72
	66 73
	70 75
	73 75
	77 76
	80 76
	83 75
	85 72
	87 67
	87 62
	87 58
	87 53
	85 49
	85 46
	81 39
	80 36
	77 31
	75 28
	73 25
	72 22
	68 17
	66 14
	65 11
	61 6
	59 3
	56 1
	57 4
	59 8
	61 13
	63 18
	65 23
	67 26
	69 31
	71 34
	74 38
	77 41
	80 44
	83 47
	86 50
	90 53
	93 56
	96 59
	99 60
	102 62
	105 64
	108 63
	109 60
	109 56
	109 53
	107 49
	106 46
	104 42
	102 39
	99 35
	97 30
	92 22
	91 19
	89 16
	87 11
	85 8
	84 5
	81 2
	80 5
	82 8
	83 11
	85 14
	88 17
	89 20
	93 26
	95 30
	98 34
	101 37
	104 41
	108 44
	111 47
	114 50
	117 53
	120 56
	124 58
	127 59
	129 56
	128 53
	126 50
	124 46
	121 42
	120 38
	119 34
	118 30
	117 27
	117 24
	117 20
	117 17
	117 13
	117 9
	119 6
	122 3
	127 1
	131 0
	134 0
	137 0
	141 4
	141 5
.PEN_UP
.PEN_DOWN
	154 64
	157 64
	161 65
	164 65
	168 65
	172 65
	175 65
	178 65
	179 65
.PEN_UP
.PEN_DOWN
	169 61
	168 58
	168 53
	167 49
	167 46
	166 41
	166 38
	165 33
	164 28
	163 25
	163 21
	161 18
	160 14
