


.DATE		Aug. 92
.STYLE		PRINTED
.WRITER_ID	scoh
	119 57
	116 59
	113 59
	112 56
	111 53
	111 50
	112 47
	114 44
	117 44
	120 44
	123 46
	127 47
	130 48
	133 50
	135 53
	139 55
	142 58
	145 60
	148 63
	151 65
	153 68
	155 71
	152 68
	151 65
	148 61
	147 56
	143 52
	142 49
	139 44
	136 41
	135 38
	133 35
	131 32
	131 29
	130 26
	130 23
	129 20
	127 14
	127 10
	126 6
	125 3
	124 0
	124 4
	125 8
	128 14
	129 17
	131 22
	133 25
	136 29
	138 34
	139 37
	140 41
	142 45
	146 48
	149 51
	152 54
	155 54
	158 53
	159 50
	159 46
	159 42
	158 39
	158 35
	158 32
	158 29
	158 26
	161 25
	164 26
	167 28
	170 29
	172 29
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	42 41
	45 41
	48 41
	49 38
	50 35
	50 31
	50 25
	49 21
	47 17
	47 14
	47 11
	47 7
	47 4
	51 6
	54 8
	54 11
	58 17
	60 21
	61 24
	63 28
	63 31
	66 33
	66 36
	67 39
	67 35
	67 32
	67 28
	67 23
	67 19
	69 16
	72 14
	75 14
	78 14
	81 14
	84 16
	87 17
	89 20
	89 23
	89 26
	89 30
	88 36
	88 39
	87 42
	90 41
	93 41
	97 40
	101 39
	104 39
	107 39
	110 39
	114 38
	118 38
	121 38
	119 35
	116 33
	114 30
	109 27
	108 24
	106 21
	103 17
	103 14
	103 10
	106 7
	109 7
	110 10
	113 12
	113 15
	115 18
	115 22
	116 25
	117 28
	117 31
	118 34
	118 37
	118 34
	119 31
	120 26
	121 22
	123 19
	126 17
	130 16
	134 18
	139 20
	142 22
	143 25
	146 26
	151 32
	154 35
	157 38
	159 41
	161 45
	162 48
	164 51
	166 54
	168 58
	168 61
	169 64
	169 67
	169 70
	167 67
	166 64
	164 60
	162 55
	161 52
	160 49
	159 46
	158 43
	157 37
	155 34
	155 30
	155 27
	155 24
	154 21
	154 17
	154 12
	156 9
	157 6
	159 2
	162 0
	166 0
	169 2
	172 4
	175 7
	178 10
	180 14
	182 17
	184 20
	186 23
	186 27
	184 31
	181 32
	178 32
	175 31
	173 28
	170 24
	170 21
	170 18
	171 14
	174 12
	177 11
	182 11
	186 12
	189 14
	192 16
	196 20
	199 22
	202 24
	205 25
	208 26
	212 27
	215 27
	217 24
	218 20
	217 16
	216 13
	216 10
	216 7
	217 4
	221 2
	224 2
	228 2
	232 2
	238 2
.PEN_UP
.PEN_DOWN
	145 54
	149 53
	154 53
	157 53
	160 53
	165 53
	168 53
	172 52
	175 52
	178 52
	181 51
	182 49
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	27 26
	30 28
	33 30
	36 31
	38 34
	42 37
	45 40
	47 43
	49 46
	48 43
	47 40
	46 37
	46 34
	46 31
	46 28
	49 26
	53 26
	57 28
	61 29
	65 32
	69 35
	73 36
	74 39
	77 41
	79 46
	83 49
	85 52
	88 55
	89 58
	91 61
	94 66
	95 69
	95 74
	95 77
	95 80
	92 82
	87 80
	83 76
	80 70
	76 65
	75 62
	73 58
	72 54
	70 50
	69 47
	66 40
	64 36
	62 33
	61 30
	60 27
	59 24
	59 20
	58 17
	57 14
	57 9
	56 6
	56 3
	56 0
	59 3
	61 6
	63 10
	64 13
	64 16
	64 19
	66 24
	66 29
	66 32
	66 35
	66 38
	65 41
	68 40
	73 39
	76 38
	80 38
	83 38
	86 39
	87 41
.PEN_UP
.PEN_DOWN
	44 68
	47 66
	50 65
	51 64
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 32
	32 33
	36 33
	37 30
	37 26
	36 22
	34 18
	33 15
	33 11
	31 7
	31 3
	32 0
	35 0
	39 3
	42 7
	43 10
	45 13
	45 16
	48 19
	48 23
	48 27
	50 30
	50 26
	50 23
	50 19
	50 15
	51 12
	51 9
	51 6
	52 3
	55 1
	58 1
	60 5
	61 8
	62 11
	62 14
	62 18
	62 22
	62 25
	62 28
	65 29
	69 29
	71 26
	75 24
	78 22
	83 22
	86 22
	90 22
	93 22
	96 23
	97 26
	98 29
	98 32
	97 36
	94 36
	91 36
	87 36
	84 36
	81 34
	80 31
	78 27
	78 24
	78 18
	78 14
	79 11
	82 7
	86 6
	89 6
	92 6
	95 8
	98 10
	104 14
	107 16
	109 20
	112 24
	116 26
	118 30
	122 33
	125 35
	129 37
	132 39
	135 40
	139 40
	142 40
	143 37
	143 34
	143 31
	140 26
	139 22
	136 18
	136 15
	134 12
	134 9
	134 5
	136 2
	139 1
	143 2
	146 4
	149 6
	153 7
	156 10
	160 11
	163 13
	166 13
	170 16
	175 20
	176 24
	176 29
	176 33
	176 36
	172 36
	169 36
	166 35
	160 32
	158 29
	155 25
	154 21
	154 18
	154 15
	154 12
	159 9
	161 6
	165 5
	168 5
	172 5
	176 5
	182 6
.PEN_UP
.PEN_DOWN
	39 8
	42 12
	44 15
	48 19
	52 23
	56 28
	58 31
	60 35
	63 38
	64 41
	66 45
	69 49
	70 53
	72 56
	75 62
	75 66
	75 69
	76 72
	76 75
	75 72
	73 66
	73 62
	72 59
	71 56
	71 53
	69 49
	67 40
	67 37
	66 34
	64 31
	64 28
	63 24
	62 21
	62 18
	62 14
	62 11
	63 8
	66 7
	70 8
	75 11
	79 14
	82 18
	87 21
	91 25
	93 28
	96 31
	94 28
	91 26
	88 22
	86 19
	85 15
	82 10
	82 7
	82 3
	84 0
	87 0
	90 0
	93 1
	98 2
	102 5
	106 9
	108 13
	109 16
	110 19
	110 22
	107 25
	103 26
	100 26
	97 27
	94 29
	93 26
	96 24
	100 24
	104 24
	109 24
	114 24
	123 25
	127 25
	134 25
.PEN_UP
.PEN_DOWN
	46 42
	51 42
	54 42
	58 42
	65 42
	69 42
	73 42
	78 42
	82 42
	85 42
	88 42
	91 42
	94 42
	97 42
	94 43
	92 42
.PEN_UP
.PEN_DOWN
	53 36
	50 35
	46 33
	42 30
	40 26
	38 22
	37 19
	36 15
	36 12
	37 9
	40 8
	43 9
	46 11
	49 14
	52 15
	55 19
	60 23
	62 27
	64 31
	67 35
	69 39
	72 41
	74 44
	78 46
	81 44
	84 40
	85 37
	86 34
	86 31
	84 28
	83 24
	80 20
	80 17
	79 14
	80 11
	84 9
	87 9
	90 10
	94 13
	97 15
	99 18
	101 21
	105 27
	108 31
	109 34
	111 37
	110 33
	109 30
	107 27
	106 23
	105 20
	105 17
	106 14
	109 14
	113 16
	117 18
	120 21
	124 25
	127 29
	130 31
	133 36
	136 37
	139 41
	140 44
	137 44
	136 41
	135 37
	135 34
	133 31
	131 27
	129 24
	128 21
	127 17
	126 14
	126 11
	129 10
	132 10
.PEN_UP
.PEN_DOWN
	145 18
	148 20
	150 23
	153 26
	157 29
	160 32
	163 35
	164 38
	167 40
	169 43
	172 45
	171 42
	170 39
	169 35
	167 31
	164 24
	163 21
	161 18
	158 15
	156 12
	152 10
	149 9
	146 9
	144 13
	144 16
	147 16
	150 16
	155 16
	160 17
	166 18
	171 18
	176 20
	179 20
	183 22
	187 25
	193 30
	197 35
	200 37
	203 42
	205 45
	206 48
	209 52
	211 56
	212 59
	213 63
	213 67
	213 70
	211 73
	208 74
	205 74
	202 72
	198 70
	196 67
	194 63
	190 57
	189 54
	187 50
	185 44
	184 41
	182 36
	181 33
	181 30
	178 27
	176 22
	172 18
	169 14
	166 10
	163 7
	162 4
	160 1
	163 5
	167 9
	168 12
	171 14
	175 19
	177 22
	182 25
	185 28
	189 29
	192 27
	192 23
	192 19
	192 15
	192 12
	193 8
	195 5
	196 2
	199 0
	203 0
	206 2
	209 2
.PEN_UP
.PEN_DOWN
	28 25
	31 27
	34 29
	37 32
	40 34
	43 35
	47 37
	53 42
	56 45
	60 48
	64 53
	68 57
	70 61
	71 67
	71 70
	71 73
	70 76
	67 77
	64 76
	61 76
	59 73
	57 68
	54 65
	51 61
	50 57
	47 53
	46 49
	41 41
	40 38
	39 34
	37 31
	35 28
	33 23
	31 20
	28 17
	26 13
	24 9
	23 6
	22 3
	21 0
	21 4
	24 9
	25 13
	27 16
	29 19
	33 22
	36 24
	38 27
	41 30
	45 33
	48 35
	51 36
	55 37
	56 34
	55 30
	54 26
	53 22
	52 19
	49 14
	48 11
	46 8
	49 7
	52 7
	55 8
	59 11
	64 14
	67 17
	72 19
	73 22
	76 24
	78 27
	79 23
	77 20
	75 17
	75 14
	75 11
	78 11
	81 11
	84 13
	87 15
	91 17
	94 21
	97 24
	100 26
	103 28
	106 30
	103 26
	100 24
	98 20
	97 17
	96 13
	95 10
	93 7
	91 4
	91 7
	91 10
	93 13
	96 15
	99 16
	102 18
	105 20
	109 21
	112 23
	115 24
	118 25
	118 21
	116 18
	113 15
	110 13
	109 10
	107 7
	109 10
	112 13
	116 17
	119 20
	122 23
	125 24
	128 25
	127 22
	125 19
	124 15
	123 11
	123 8
	123 5
	126 3
	129 3
	132 4
	138 6
	141 7
.PEN_UP
.PEN_DOWN
	76 44
	76 41
	79 40
	82 41
.PEN_UP
.PEN_DOWN
	31 29
	33 32
	36 34
	39 36
	43 37
	45 33
	44 30
	44 27
	41 20
	39 15
	37 12
	35 8
	34 5
	31 3
	31 8
	34 11
	36 15
	38 18
	40 22
	42 26
	45 28
	47 31
	50 31
	51 28
	49 23
	48 18
	46 15
	46 12
	44 9
	44 6
	42 9
	44 13
	45 16
	48 19
	52 24
	54 27
	56 30
	59 32
	62 32
	63 27
	63 24
	62 21
	60 16
	60 13
	60 10
	60 7
	64 5
	67 5
	70 5
	74 8
	78 12
	82 16
	84 19
	88 21
	90 24
	93 26
	94 30
	96 33
	93 29
	89 25
	84 22
	83 19
	80 17
	78 13
	76 10
	76 6
	75 3
	79 4
	82 7
	84 10
	88 15
	89 18
	91 21
	92 24
	90 20
	88 15
	87 12
	87 9
	90 9
	94 12
	98 16
	101 19
	104 23
	107 24
	107 21
	106 18
	105 15
	105 12
	109 14
	115 18
	119 19
	124 20
	127 20
	127 16
	125 12
	123 9
	122 6
	121 3
	122 0
	126 0
	131 2
	135 4
	140 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	36 9
	37 12
	40 14
	41 17
	45 19
	49 21
	52 23
	56 24
	59 24
	60 21
	58 18
	55 14
	54 11
	51 8
	49 5
	46 2
	43 1
	41 4
	44 2
	49 2
	53 2
	56 3
	61 4
	65 6
	68 7
	71 8
	75 14
	78 16
	82 20
	86 25
	90 30
	90 33
	92 36
	95 40
	95 44
	96 47
	97 50
	97 53
	95 50
	94 43
	92 39
	92 36
	92 33
	90 29
	89 26
	88 21
	87 17
	86 14
	86 10
	86 6
	86 3
	88 0
	92 2
	95 5
	98 7
	101 8
	103 12
	107 15
	110 18
	110 15
	108 12
	107 9
	106 6
	105 3
	108 2
	111 2
	114 4
	117 6
	121 10
	124 13
	127 17
	131 21
	133 25
	137 27
	140 32
	143 35
	146 39
	147 42
	151 46
	153 49
	155 52
	158 54
	159 57
	160 60
	161 63
	158 65
	155 63
	152 61
	149 58
	146 55
	143 52
	142 48
	141 45
	138 42
	136 37
	134 33
	133 29
	131 25
	130 21
	128 18
	127 15
	126 12
	126 8
	126 4
	127 1
	130 0
	133 0
	136 0
	139 2
	142 3
	145 6
	149 10
	152 13
	155 16
	158 21
	161 23
	162 27
	164 30
	166 33
	167 36
	170 41
	173 44
	174 48
	174 51
	171 51
	168 50
	164 47
	161 44
	157 38
	155 35
	153 32
	152 29
	149 26
	149 23
	148 19
	147 15
	147 12
	148 9
	151 7
	154 5
	157 5
	160 5
	164 6
	167 9
	169 12
	173 13
.PEN_UP
.PEN_DOWN
	73 34
	76 34
	81 34
	85 35
	88 35
	92 36
	96 36
	100 36
	103 35
.PEN_UP
.PEN_DOWN
	105 32
	106 29
	106 26
	109 25
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	37 32
	39 35
	42 37
	45 39
	49 41
	53 42
	56 42
	56 36
	55 33
	54 30
	52 26
	49 23
	48 19
	45 17
	44 14
	43 11
	44 15
	44 18
	45 21
	48 23
	51 26
	55 30
	58 32
	60 35
	63 36
	66 38
	66 34
	65 30
	63 26
	60 21
	59 18
	57 14
	60 18
	62 21
	65 24
	68 27
	71 30
	75 32
	75 29
	74 25
	73 21
	73 18
	72 15
	72 12
	73 9
	76 7
	79 8
	82 10
	84 13
	86 16
	89 18
	91 21
	93 24
	91 21
	90 18
	89 15
	89 12
	88 9
	88 6
	88 3
	89 0
	92 0
	95 1
	98 3
	100 7
	102 10
	103 13
	104 17
	105 20
	105 23
	106 26
	105 29
	102 31
	99 32
	96 29
	95 26
	95 23
	95 20
	95 17
	98 17
	101 17
	104 19
	108 20
	110 24
	113 26
	116 27
	119 30
	122 32
	124 35
	127 37
	129 40
	131 37
	133 33
	133 30
	133 27
	132 24
	129 20
	128 17
	127 14
	126 11
	127 8
	130 8
	133 9
	136 10
	139 11
	142 13
	145 17
	148 19
	150 22
	152 25
	154 28
	154 27
	157 31
	159 35
	161 38
	161 41
	159 44
	155 44
	152 42
	149 40
	148 37
	145 34
	143 30
	143 27
	143 23
	143 19
	144 16
	149 14
	152 14
	155 14
	158 14
	162 15
.PEN_UP
.PEN_DOWN
	57 28
	59 31
	62 33
	65 35
	68 37
	71 39
	74 41
	78 44
	81 45
	85 45
	86 41
	84 34
	84 31
	82 28
	80 24
	78 20
	76 17
	74 13
	73 10
	72 7
	72 10
	73 13
	75 16
	76 19
	78 23
	83 25
	85 29
	88 31
	91 34
	94 35
	98 38
	101 38
	102 34
	100 30
	100 27
	98 24
	97 21
	97 18
	97 14
	97 11
	101 9
	104 10
	107 10
	110 12
	110 11
	113 14
	115 17
	117 20
	120 22
	121 25
	124 28
	125 31
	122 28
	121 25
	120 22
	118 19
	118 16
	117 12
	117 8
	118 5
	120 2
	123 0
	126 0
	128 3
	128 6
	130 9
	130 12
	130 15
	131 18
	130 23
	129 26
	127 29
	125 32
	124 35
	122 32
	122 29
	121 26
	122 23
	126 22
	129 22
	133 22
	136 23
	140 24
	145 27
	148 28
	151 28
	154 31
	157 32
	160 35
	163 38
	165 41
	166 44
	166 47
	165 50
	166 53
	166 56
	165 59
	162 60
	159 58
	158 55
	157 52
	156 49
	154 45
	153 41
	152 37
	151 33
	150 29
	150 26
	149 23
	149 19
	151 16
	151 13
	152 8
	155 6
	159 10
	160 14
	161 18
	162 22
	163 28
	163 31
	163 34
	166 33
	166 30
	169 27
	172 27
	177 26
	181 26
	185 28
	188 30
	190 33
	194 36
	197 41
	200 43
	203 46
	206 50
	209 54
	210 57
	212 60
	212 63
	212 66
	211 69
	207 69
	204 67
	201 66
	200 63
	197 61
	194 58
	192 55
	190 52
	189 48
	187 45
	186 41
	186 37
	186 34
	185 31
	185 28
	185 24
	186 21
	187 17
	188 14
	191 13
	194 11
	197 11
	200 11
	203 11
	206 12
	209 13
	212 14
	218 19
	221 22
	222 25
	225 28
	225 31
	222 34
	218 36
	214 36
	212 33
	211 29
	210 26
	210 23
	210 20
	211 17
	213 14
	216 13
	220 12
	224 12
	227 12
	231 13
	234 13
	237 14
	240 14
.PEN_UP
.PEN_DOWN
	30 0
	32 3
	34 6
	36 9
	40 12
	40 15
	44 18
	44 22
	47 23
	50 26
	54 30
	55 33
	58 38
	60 42
	64 46
	64 51
	67 54
	67 57
	68 60
	70 63
	70 66
	70 69
	70 65
	69 61
	68 57
	66 53
	65 48
	64 44
	63 41
	63 38
	62 32
	61 28
	61 24
	61 20
	62 17
	65 16
	68 15
	71 16
	74 17
	77 17
	81 20
	84 21
	87 22
	92 26
	95 27
	97 32
	100 34
	103 37
	105 41
	107 46
	108 50
	109 53
	109 56
	109 59
	109 62
	109 65
	109 68
	106 70
	103 67
	100 65
	98 62
	96 59
	94 56
	92 53
	90 50
	88 46
	87 41
	85 37
	83 34
	83 31
	81 28
	80 25
	79 21
	76 17
	74 14
	73 11
	71 7
	73 10
	74 13
	75 16
	77 20
	79 24
	81 27
	84 30
	87 32
	90 35
	94 36
	97 36
	97 33
	96 30
	96 26
	95 23
	95 20
	98 19
	101 19
	105 20
	108 21
	112 23
	113 26
	116 27
	117 30
	113 27
	112 24
	110 21
	107 18
	106 15
	106 12
	105 9
	108 9
	110 12
	112 15
	114 19
	115 22
	117 25
	118 29
	119 26
	119 23
	118 20
	117 17
	117 14
	120 14
	123 17
	127 22
	130 24
	133 26
	135 29
	135 26
	135 23
	135 20
	133 17
	131 14
	130 10
	128 7
	127 4
	130 5
	133 8
	134 11
	138 15
	139 18
	143 20
	147 23
	149 26
	152 29
	155 30
	158 31
	158 28
	157 25
	156 21
	155 18
	154 15
	154 12
	155 7
	157 4
	160 3
	163 3
	166 4
	172 7
.PEN_UP
.PEN_DOWN
	39 49
	42 49
	45 49
	49 48
	52 48
	55 48
	58 48
	62 47
	66 46
	69 46
	72 46
	75 46
	78 46
	81 47
	84 47
	87 47
	86 46
.PEN_UP
.PEN_DOWN
	41 0
	42 3
	45 7
	49 10
	52 14
	55 18
	59 23
	60 26
	63 28
	65 32
	67 35
	69 38
	71 41
	72 44
	73 48
	75 53
	76 56
	76 59
	76 62
	75 59
	74 55
	73 51
	72 44
	72 39
	70 36
	70 32
	69 29
	69 25
	69 22
	69 17
	70 14
	73 12
	76 12
	80 12
	84 14
	87 15
	92 17
	95 19
	100 24
	103 27
	106 29
	110 34
	114 38
	115 42
	119 45
	121 48
	123 51
	124 54
	124 58
	123 61
	121 64
	118 65
	115 65
	112 64
	109 60
	107 57
	105 53
	104 50
	101 47
	100 44
	98 40
	96 36
	95 33
	93 29
	91 25
	88 20
	86 15
	83 12
	80 10
	79 6
	76 3
	79 6
	80 9
	81 12
	84 14
	87 17
	90 19
	92 23
	95 25
	98 27
	102 29
	105 30
	106 27
	104 23
	104 20
	104 17
	104 14
	106 11
	109 11
	112 12
	116 14
	119 15
	122 17
	125 20
	127 23
	124 20
	121 18
	118 15
	117 12
	115 9
	114 6
	113 3
	116 2
	118 5
	121 8
	122 11
	124 14
	127 17
	128 20
	125 19
	125 15
	124 12
	124 9
	127 8
	131 9
	134 13
	138 17
	140 20
	143 24
	145 27
	146 30
	149 35
	151 38
	154 43
	156 47
	159 49
	161 53
	162 56
	162 59
	164 63
	166 66
	166 69
	163 67
	160 63
	157 57
	155 53
	154 50
	153 46
	152 41
	150 38
	149 35
	149 32
	148 28
	148 23
	148 19
	148 16
	149 13
	152 14
	153 16
.PEN_UP
.PEN_DOWN
	142 42
	145 42
	149 42
	152 42
	156 42
	159 42
	164 42
	170 42
	173 42
	173 40
	176 43
	176 45
.PEN_UP
.PEN_DOWN
	43 37
	46 37
	49 38
	53 38
	56 38
	60 38
	65 39
	69 39
	73 39
	76 39
	79 39
	82 39
	85 39
	88 39
	87 40
.PEN_UP
.PEN_DOWN
	28 22
	30 19
	30 16
	29 12
	29 9
	28 6
	28 3
	29 0
	32 1
	34 4
	36 7
	37 11
	39 15
	41 20
	41 24
	41 27
	43 31
	43 34
	43 37
	43 40
	43 37
	43 34
	43 30
	43 25
	43 21
	44 18
	45 15
	46 12
	49 11
	52 11
	55 11
	56 14
	58 17
	60 21
	63 25
	63 28
	65 32
	64 35
	64 38
	66 35
	67 32
	69 29
	72 28
	75 27
	78 28
	82 29
	88 31
	91 32
	94 34
	97 36
	100 38
	103 41
	105 44
	107 48
	110 50
	111 53
	111 56
	112 60
	112 63
	112 66
	112 70
	109 72
	106 69
	103 66
	100 63
	98 59
	97 55
	94 52
	92 49
	91 46
	89 42
	87 38
	85 35
	84 32
	82 29
	81 25
	78 22
	77 18
	74 15
	73 12
	74 15
	75 18
	78 21
	81 24
	83 27
	86 29
	89 31
	92 33
	95 34
	98 34
	98 31
	98 28
	98 25
	98 22
	100 19
	103 18
	106 18
	109 18
	112 19
	116 21
	119 22
	121 25
	125 28
	128 31
	130 34
	128 30
	127 26
	125 23
	125 20
	125 17
	128 18
	131 20
	134 22
	137 24
	140 25
	141 28
	144 29
	146 32
	145 29
	144 26
	143 22
	142 19
	142 16
	142 13
	145 12
	148 12
	151 14
	154 14
	157 16
	160 18
	164 20
	167 22
	170 24
	173 27
	176 31
	180 34
	182 38
	185 39
	187 42
	191 45
	192 49
	195 51
	197 54
	199 57
	201 60
	203 63
	203 66
	204 69
	205 72
	205 75
	205 78
	205 81
	200 88
	194 85
	191 82
	187 76
	184 73
	182 69
	180 65
	179 62
	178 59
	177 55
	176 51
	173 47
	173 43
	170 39
	168 33
	166 30
	165 27
	163 24
	162 21
	160 18
	163 21
	165 24
	167 27
	170 30
	172 33
	174 36
	177 39
	180 41
	184 43
	187 42
	188 39
	188 36
	186 31
	185 28
	185 24
	185 21
	186 18
	189 18
	192 17
	197 18
	200 19
	201 22
	205 23
.PEN_UP
.PEN_DOWN
	123 54
	124 51
	125 48
	127 49
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	49 17
	51 20
	54 22
	58 24
	62 29
	65 32
	68 36
	71 40
	72 44
	73 47
	73 51
	75 54
	75 57
	74 61
	71 61
	69 57
	66 54
	65 51
	63 47
	61 44
	60 41
	59 38
	58 35
	58 32
	58 28
	58 24
	57 19
	57 14
	58 10
	58 7
	61 3
	64 3
	67 3
	70 5
	72 8
	72 11
	72 14
	72 17
	72 21
	72 24
	75 25
	78 23
	81 23
	85 23
	89 23
	92 23
	96 23
	99 23
	103 23
	106 23
	109 25
	112 26
	114 29
	115 32
	114 35
	111 36
	108 36
	104 34
	101 31
	99 28
	98 24
	97 21
	97 18
	97 15
	99 12
	102 11
	105 12
	108 13
	111 14
	115 16
	118 18
	120 21
	124 23
	129 28
	132 31
	135 32
	138 33
	138 30
	135 29
	132 28
	129 26
	126 24
	124 21
	122 18
	120 15
	120 12
	123 9
	126 9
	130 9
	133 10
	136 11
	139 12
	142 14
	144 17
	147 19
	150 22
	153 24
	156 26
	159 28
	163 29
	166 31
	169 32
	166 30
	162 28
	159 25
	156 24
	154 21
	151 18
	149 15
	148 12
	147 9
	146 6
	149 6
	151 9
	154 11
	157 15
	160 19
	161 22
	162 25
	162 28
	162 25
	161 22
	161 18
	160 14
	161 11
	164 8
	167 8
	170 8
	173 8
	175 11
	178 14
	179 18
	181 22
	184 25
	185 28
	186 25
	184 22
	184 19
	183 16
	182 13
	183 10
	186 9
	189 11
	192 14
	195 17
	198 20
	200 23
	202 26
	204 29
	203 26
	201 22
	201 19
	199 16
	199 13
	199 9
	202 6
	205 5
	208 6
	211 9
	214 12
	216 15
	218 19
	221 21
	222 24
	226 27
	230 29
	233 32
	235 35
	238 36
	240 33
	240 30
	240 27
	239 23
	238 20
	237 17
	236 14
	235 11
	235 8
	233 5
	230 3
	227 3
	223 4
	221 7
	218 11
	221 11
	224 11
	227 9
	231 8
	234 7
	238 6
	241 6
	246 6
	249 6
	254 6
	257 8
	262 9
	266 11
	269 12
	273 15
	277 18
	279 21
	279 24
	276 26
	273 27
	270 28
	267 28
	264 28
	261 27
	258 25
	257 22
	254 20
	254 16
	254 13
	255 10
	258 7
	261 4
	264 2
	267 1
	270 0
	274 0
	277 0
	280 0
	284 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	31 10
	34 13
	38 14
	41 17
	44 20
	47 24
	50 26
	54 29
	56 32
	59 37
	62 41
	64 45
	67 46
	69 49
	70 52
	71 56
	72 60
	72 63
	70 66
	67 67
	64 65
	61 63
	58 60
	55 57
	52 54
	48 50
	47 47
	46 44
	43 42
	42 37
	41 33
	40 28
	38 24
	37 19
	35 16
	35 13
	34 10
	32 7
	30 4
	29 7
	30 10
	33 13
	35 16
	38 18
	39 21
	41 24
	44 25
	45 28
	48 29
	51 31
	54 32
	57 32
	60 30
	60 27
	58 24
	57 21
	56 18
	53 15
	51 12
	48 10
	46 7
	43 5
	43 8
	47 12
	51 12
	52 15
	55 16
	58 18
	62 18
	65 19
	68 19
	70 16
	67 14
	66 11
	63 10
	61 7
	64 5
	67 5
	70 5
	73 5
	76 5
	79 6
	82 6
	85 8
	88 10
	91 12
	93 15
	96 17
	96 22
	99 22
	101 26
	103 29
	105 32
	107 35
	107 32
	107 28
	106 25
	106 22
	104 19
	103 16
	101 13
	97 9
	93 6
	91 3
	95 6
	97 9
	100 11
	103 12
	105 15
	108 18
	111 20
	115 23
	118 24
	121 24
	123 21
	123 18
	122 15
	121 12
	121 9
	121 6
	122 3
	125 3
	128 3
	131 5
	134 6
	137 8
	139 11
	142 13
	144 16
	147 19
	149 22
	150 25
	148 22
	145 19
	145 16
	143 13
	143 10
	142 7
	142 4
	143 1
	146 0
	149 0
	152 3
	154 6
	155 9
	159 13
	160 16
	160 19
	159 22
	156 25
	152 25
	149 23
	149 20
	149 17
	153 15
	156 15
	159 15
	162 16
	165 18
	168 20
	171 22
	173 25
	176 27
	176 24
	175 21
	174 17
	173 14
	172 11
	175 10
	178 12
	181 14
	184 16
	181 13
	179 9
	179 6
	179 3
	182 2
	186 5
	188 8
	191 10
	193 14
	196 17
	198 20
	200 23
	198 20
	198 17
	198 14
	200 11
	203 10
	206 10
	209 12
	212 13
	215 15
	218 17
	221 18
	224 21
	227 22
	230 24
	233 27
	236 28
	238 31
	236 28
	235 25
	233 22
	232 18
	230 14
	228 11
	226 8
	225 5
	222 4
	219 3
	216 5
	214 8
	214 11
	218 10
	221 8
	224 6
	227 6
	231 6
	234 5
	239 5
	243 6
	247 6
	251 8
	254 9
	257 10
	260 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	45 38
	42 36
	40 32
	37 30
	35 26
	33 23
	31 19
	29 15
	29 12
	29 9
	33 10
	37 13
	38 16
	40 19
	41 22
	43 26
	44 29
	46 32
	47 35
	47 31
	47 28
	46 25
	46 22
	47 19
	48 16
	51 15
	54 16
	60 19
	62 22
	66 25
	70 27
	73 30
	76 31
	77 28
	77 25
	76 22
	76 19
	74 16
	73 13
	72 10
	76 14
	78 17
	81 19
	85 22
	88 24
	91 25
	95 27
	98 29
	98 26
	97 22
	97 19
	98 16
	103 15
	107 16
	110 19
	113 21
	116 22
	114 19
	111 16
	109 13
	108 9
	107 6
	107 3
	107 0
	110 0
	113 2
	116 4
	118 7
	121 11
	124 16
	125 19
	128 24
	129 27
	130 31
	132 34
	133 38
	135 41
	136 46
	137 49
	138 52
	139 57
	139 60
	140 63
	140 66
	140 69
	138 66
	136 63
	136 58
	133 53
	131 48
	131 45
	130 41
	130 38
	130 35
	129 31
	129 26
	128 22
	128 19
	129 16
	129 13
	132 9
	135 7
	138 7
	142 9
	147 10
.PEN_UP
.PEN_DOWN
	36 10
	39 11
	41 14
	44 18
	46 21
	50 23
	54 27
	56 30
	59 33
	60 36
	62 39
	64 43
	65 46
	66 50
	67 54
	68 57
	70 61
	71 64
	72 68
	72 65
	70 62
	69 59
	67 54
	66 49
	65 44
	64 41
	64 38
	63 35
	61 30
